类型ID,怪物ID,名称,朝向x,朝向y,朝向z,x,y,z,广播类型（0不广播1死亡广播2复活广播4死亡文字广播8定时广播16首次出生广播32自杀广播）,广播所对应广播ID,广播参数,位置索引（需要保持唯一）,掉落经验类型(1单独2周围3己方全部),死亡加经验,掉落天赋类型(1单独2周围3己方全部4补刀掉落5补刀加失败分成),死亡加天赋点,补刀掉落类型衰减系数,掉落buff类型(1单独2周围3己方全部),BuffID,buff等级,掉落经验buff范围,掉落天赋范围,累积多少次数刷怪（处理三波刷怪问题）,同步累积次数索引行(读取本表位置索引),战斗信号标志位,气势掉落路径上路中路下路全部路对应 1 2 4 7,气势掉落值
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,191,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,192,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,193,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,194,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,195,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,196,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,197,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,198,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,199,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,200,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,201,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,202,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,203,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,204,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,205,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,206,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,207,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,208,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,209,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,210,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,211,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,212,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,213,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,214,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,215,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,216,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,217,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,218,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,219,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,220,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,221,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,222,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,223,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,224,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,225,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,226,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,227,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,228,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,229,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,230,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,231,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,232,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,233,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,234,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,235,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,236,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,237,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,238,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,239,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,240,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,241,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,242,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,243,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,244,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,245,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,246,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,247,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,248,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,249,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,250,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,251,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,252,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,253,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,254,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,255,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,256,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,257,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,258,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,259,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,260,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,261,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,262,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,263,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,264,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,265,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,266,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,267,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,135,0,,0,268,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,18,22,134,0,,0,269,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1011,1阵营中路远程小兵,0,220,0,20,22,134,0,,0,270,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1012,1阵营中路头目小兵,0,220,0,19,22,134,0,,0,271,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
141,1010,1阵营中路近战小兵,0,220,0,19,22,133,0,,0,272,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
142,1010,1阵营下路近战小兵,0,220,0,19,22,120,0,,0,273,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
142,1010,1阵营下路近战小兵,0,220,0,19,22,122,0,,0,274,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
142,1010,1阵营下路近战小兵,0,220,0,18,22,121,0,,0,275,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
142,1011,1阵营下路远程小兵,0,220,0,20,22,121,0,,0,276,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
142,1012,1阵营下路头目小兵,0,220,0,19,22,121,0,,0,277,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
143,1025,2阵营上路近战小兵,0,36,0,249,22,150,0,,0,278,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
143,1025,2阵营上路近战小兵,0,36,0,249,22,152,0,,0,279,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
143,1025,2阵营上路近战小兵,0,36,0,248,22,151,0,,0,280,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
143,1026,2阵营上路远程小兵,0,36,0,250,22,151,0,,0,281,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
143,1027,2阵营上路头目小兵,0,36,0,249,22,151,0,,0,282,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,283,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,284,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,285,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,286,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,287,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,288,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,289,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,290,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,291,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,292,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,293,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,294,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,295,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,296,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,297,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,298,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,299,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,300,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,301,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,302,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,303,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,304,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,305,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,306,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,307,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,308,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,309,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,310,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,311,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,312,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,313,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,314,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,315,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,316,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,317,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,318,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,319,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,320,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,321,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,322,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,323,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,324,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,325,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,326,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,327,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,328,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,329,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,330,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,331,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,332,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,333,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,334,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,335,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,336,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,337,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,338,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,339,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,340,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,341,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,342,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,343,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,344,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,345,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,346,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,347,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,348,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,349,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,350,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,351,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,352,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,353,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,354,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,355,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,356,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,357,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,358,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,359,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,360,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,361,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,362,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,363,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,364,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,365,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,366,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,367,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,368,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,369,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,370,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,371,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,372,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,373,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,374,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,375,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,376,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,134,0,,0,377,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,245,22,136,0,,0,378,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1025,2阵营中路近战小兵,0,36,0,244,22,135,0,,0,379,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,380,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,381,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
144,1026,2阵营中路远程小兵,0,36,0,246,22,135,0,,0,382,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
144,1027,2阵营中路头目小兵,0,36,0,245,22,135,0,,0,383,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
145,1025,2阵营下路近战小兵,0,36,0,249,22,120,0,,0,384,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
145,1025,2阵营下路近战小兵,0,36,0,249,22,122,0,,0,385,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
145,1025,2阵营下路近战小兵,0,36,0,248,22,121,0,,0,386,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
145,1026,2阵营下路远程小兵,0,36,0,250,22,121,0,,0,387,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
145,1027,2阵营下路头目小兵,0,36,0,249,22,121,0,,0,388,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
146,1013,1阵营超级兵上路近战小兵,0,220,0,17,22,144,0,,0,389,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
146,1013,1阵营超级兵上路近战小兵,0,220,0,17,22,146,0,,0,390,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
146,1013,1阵营超级兵上路近战小兵,0,220,0,16,22,145,0,,0,391,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
146,1014,1阵营超级兵上路远程小兵,0,220,0,18,22,145,0,,0,392,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
146,1014,1阵营超级兵上路远程小兵,0,220,0,18,22,145,0,,0,393,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
146,1015,1阵营超级兵上路头目小兵,0,220,0,17,22,145,0,,0,394,2,75,4,66,0.8,0,0,0,24,15,0,0,0,,
147,1013,1阵营超级兵中路近战小兵,0,220,0,19,22,133,0,,0,395,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
147,1013,1阵营超级兵中路近战小兵,0,220,0,19,22,135,0,,0,396,2,34,4,30,0.8,0,0,0,24,15,0,0,0,,
