技能ID,职业,备注,技能类型,技能名称,技能描述,技能图标,预备光效,施法光效,被击光效,怪物被击光效,预备动画,施法动画,被击动画,怪物被击动画,预备音效,施法音效,被击音效,击中音效,准备时间,打断标志,持续时间,僵持时间,移动僵持时间,转向僵持时间,冷却ID,消耗法力,消耗体力,消耗能量,技能威力,等级系数,攻击百分比(float),穿透百分比(float),固定仇恨值,仇恨值百分比,选择目标类型,目标类型,伤害类型,技能效果类型,命中时间,攻击类型,攻击次数,攻击时间,同目标伤害次数,最大攻击目标数量,选择范围(float),攻击范围(float),攻击衰减(float),攻击衰减上限(float),技能距离(float),飞行速度(float),使用技能高度(float),技能攻击高度(float),死亡效果类型,技能默认选择类型,技能智能选择类型,技能常规选择类型,技能快捷施法选择类型,技能使用类型,技能使用标识,技能被动事件,技能标识,技能命令优先级,技能描画类型
1448,VOCATION_INVALID,9_0_0_佣兵花仙子R,SPELL_TYPE_CHANNEL,$彼岸仙境,$[b][size=25][yellow]彼岸仙境【2级】[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]花仙子施法祝福友方，使周围友军恢复生命值，持续[orange]5[/orange]秒[/blue]<br>恢复血量：[orange]800[/orange] [red]（+[MA=200]）[/red]点<br>消耗法力：[orange]150[/orange]点<br>冷却时间：[orange] [CD1=4319][/orange]秒[/size],331,3729,0,2320,2320,e01,0,0,0,2708,0,0,0,0,4,5000,5000,0,0,4319,0,0,0,0,0,0,0,1,0,3,3,1,170,0,INSTANT_AOE,1,500,10,10,0,1500,0,100,100,1000,0,1000,DeadEffect_Normal,3,8389249,641,129,2097927,4096,8,3,10,664
1447,VOCATION_INVALID,9_0_1_佣兵花仙子Q,SPELL_TYPE_CAST,$花灵庇护,$[b][size=25][yellow]花灵庇护[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]花仙子为自己或者友方英雄加持一个护盾，持续[orange]5[/orange]秒，护盾碎裂时，会对周围敌人造成伤害[/blue]<br>吸收伤害：[orange][LEVEL=1000+60][/orange] [red]（+[MA=50]）[/red]点<br>法术伤害：[orange][LEVEL=400+168][/orange] [red]（+[MA=50]）[/red]点<br>消耗法力：[orange]50[/orange]点<br>冷却时间：[orange] [CD1=4304][/orange]秒[/size],329,0,2307;2325,2310,2310,0,b01,0,0,2706,0,0,0,0,4,300,300,0,0,4304,0,0,0,0,0,0,0,1,0,3,3,4,169,0,INSTANT_SINGLE,1,0,1,1,0,500,0,100,3000,1000,0,200,DeadEffect_Normal,2,8389186,578,66,2163206,4096,4,2,10,1024
1146,VOCATION_INVALID,12_技能描述,SPELL_TYPE_CAST,$小龙终极技(定时),$范围高伤害技能,0,99986,99987,0,0,0,a,0,0,0,0,0,0,1500,0,1500,0,3000,0,1308,0,0,0,280,18,0,0,0,0,2720632,2720632,1,26,300,INSTANT_AOE,1,0,1,20,0,1000,0,0,100,0,0,1000,DeadEffect_Normal,1,1,1,1,261,0,8,0,20,0
383,VOCATION_INVALID,13_技能描述,SPELL_TYPE_CAST,$跳刀,$10米闪现,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,128,0,INSTANT_SINGLE,1,0,1,1,0,1,0,100,1000,0,0,0,DeadEffect_Normal,1,2,2,2,8192,0,8,0,20,0
1103,VOCATION_INVALID,15_技能描述,SPELL_TYPE_CAST,$腐蚀,$[b][size=25][yellow]腐蚀[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]降低敌方英雄物理防御[/blue][/size],162,0,322,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,1114,0,0,0,0,0,0,0,0,0,8,8,4,256,0,INSTANT_AOE,1,0,1,8,1000,1000,0,100,1500,0,0,1000,DeadEffect_Normal,1,898,898,898,12551,0,8,0,20,3624
320,VOCATION_INVALID,16_技能描述,SPELL_TYPE_CAST,$巫妖之祸,$造成112%物攻+75%法强的伤害,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1307,0,0,0,0,0,0,0,1,0,2720088,2720088,1,16,0,INSTANT_SINGLE,1,0,1,1,0,100,0,100,1000,0,0,1000,DeadEffect_Normal,1,8388738,8388738,8388738,12807,0,8,0,20,0
319,VOCATION_INVALID,17_技能描述,SPELL_TYPE_CAST,$山岳之容2,$盾爆,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,100,0,1,0,2719832,2719832,2,296,0,INSTANT_AOE,1,0,1,10,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,144007,0,8,0,20,0
397,VOCATION_INVALID,18_技能描述,SPELL_TYPE_CAST,$隐身,$隐身7秒,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,INSTANT_SINGLE,1,0,1,1,0,100,0,100,100,0,0,1000,DeadEffect_Normal,1,1,1,1,144007,0,8,0,20,0
318,VOCATION_INVALID,19_技能描述,SPELL_TYPE_CAST,$猛禽斗篷,$在防御塔附近加速50%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,384,384,4,2,0,INSTANT_AOE,1,0,1,10,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,143879,0,8,0,20,0
316,VOCATION_INVALID,20_技能描述,SPELL_TYPE_CAST,$圣物之盾1,$消灭小兵回血加钱,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1310724,1310724,2,0,0,INSTANT_AOE,1,0,1,1,0,1000,0,100,1000,0,0,0,DeadEffect_Normal,1,1,1,1,12807,0,8,0,20,0
288,VOCATION_INVALID,21_技能描述,SPELL_TYPE_CAST,$兹诺特传送门,$招呼虚空兽,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,100,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,20,0
289,VOCATION_INVALID,22_技能描述,SPELL_TYPE_CAST,$基克的先驱,$与目标队友绑定,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,128,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,642,642,642,12807,0,8,0,20,0
668,VOCATION_INVALID,23_技能描述,SPELL_TYPE_CAST,$生化魔物墓碑诅咒,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,INSTANT_AOE,1,0,1,20,1000,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,0,0,8,0,0,0
382,VOCATION_INVALID,24_技能描述,SPELL_TYPE_CAST,$圣物之盾2,$直接消灭生命值低于200的小兵,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2621456,2621456,1,64,0,INSTANT_SINGLE,1,0,1,1,0,500,0,100,500,0,0,1000,DeadEffect_Normal,1,1,1,1,12935,0,8,0,20,0
292,VOCATION_INVALID,25_技能描述,SPELL_TYPE_CAST,$干扰水晶,$阻止敌方防御塔攻击,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,2,256,0,INSTANT_AOE,1,0,1,10,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,12551,0,8,0,20,0
560,VOCATION_INVALID,26_技能描述,SPELL_TYPE_CAST,$翅膀飞行,0,0,278;332,279,0,0,fly01,IDLE,0,0,205,0,0,0,1000,119,1000,2000,2000,0,2048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INSTANT_SINGLE,1,0,1,0,1,0,0,0,0,0,0,0,DeadEffect_Normal,1,1,1,1,41947141,0,8,128,0,0
1105,VOCATION_INVALID,27_技能描述,SPELL_TYPE_CAST,$标记,$[b][size=25][yellow]标记[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]标记敌方一名英雄，一段时间后造成一次伤害，伤害量为本英雄对其造成伤害的20%[/blue][/size],65,0,326,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,1116,0,0,0,0,0,0,0,0,0,8,8,4,131360,0,INSTANT_SINGLE,1,0,1,1,0,100,0,100,1500,0,0,1000,DeadEffect_Normal,1,706,706,706,12551,0,8,0,20,1024
1147,VOCATION_INVALID,28_技能描述,SPELL_TYPE_CAST,$大龙终极技(定时),1,0,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
1149,VOCATION_INVALID,29_技能描述,SPELL_TYPE_CAST,$重低音炮桶（隐）,1,222,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1000,0,0,0,0,0,0,0,540,0,100,0,0,0,0,2719864,2,65576,0,INSTANT_AOE,1,0,1,30,0,500,0,100,0,0,0,500,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
1150,VOCATION_INVALID,30_技能描述,SPELL_TYPE_CAST,$重低音炮桶（高爆）,1,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,540,0,100,0,0,0,0,2719864,2,65576,0,INSTANT_AOE,1,0,1,30,0,700,0,100,0,0,0,500,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
1153,VOCATION_INVALID,31_技能描述,SPELL_TYPE_CAST,$暴走左轮伤害,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,70,1000,0,0,1,0,2720632,2720632,1,2116113,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,0,5000,10000,0,1000,DeadEffect_Frost,1,130,130,130,12807,0,8,0,20,0
317,VOCATION_INVALID,32_技能描述,SPELL_TYPE_CAST,$九头蛇,$对周围造成100%范围伤害,4,0,143,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1306,0,0,0,0,0,100,0,1,0,2719832,2719832,1,2,0,INSTANT_AOE,1,0,1,10,0,400,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,144007,0,8,0,20,0
1221,VOCATION_INVALID,33_1_野鹿Q召唤花,SPELL_TYPE_CAST,$狂野射击,0,314,0,5608,5609,5609,0,a,0,0,0,0,0,0,0,0,500,500,500,500,0,0,0,0,15,250,15,0,120,0,2720632,2720632,2,131113,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,2500,0,300,DeadEffect_Normal,1,2,2,2,525184,0,8,4,0,0
1222,VOCATION_INVALID,33_2_野鹿R召唤墙,SPELL_TYPE_CAST,$狂野射击,0,316,0,5608,5609,5609,0,a,0,0,0,0,0,0,0,0,500,500,500,500,0,0,0,0,13,200,18,0,120,0,2720632,2720632,2,131113,0,FLY_SINGLE,1,0,1,1,0,50,0,100,800,2500,0,300,DeadEffect_Normal,1,2,2,2,525185,0,8,4,0,0
1223,VOCATION_INVALID,33_3_野鹿R召唤花,SPELL_TYPE_CAST,$花王射击,0,317,0,5616,5618,5618,0,a,0,0,0,0,0,0,0,0,500,500,500,500,0,0,0,0,50,800,70,0,120,0,2720632,2720632,2,131113,0,FLY_SINGLE,1,0,1,1,0,50,0,100,900,2500,0,300,DeadEffect_Normal,1,2,2,2,525184,0,8,4,0,0
1224,VOCATION_INVALID,33_4_野鹿Q直线伤害,SPELL_TYPE_CAST,$狂野射击,0,314,0,0,0,0,0,a,0,0,0,0,0,0,0,0,500,500,500,500,0,0,0,0,38,625,38,0,120,0,2720632,2720632,2,131113,0,FLY_LINE,1,0,1,20,0,100,0,100,1000,2500,0,300,DeadEffect_Normal,1,2,2,2,525184,0,8,4,0,0
1225,VOCATION_INVALID,33_5_野鹿Q减速,SPELL_TYPE_CAST,$狂野射击,0,314,0,5608,5609,5609,0,a,0,0,0,0,0,0,0,0,500,500,500,500,0,0,0,0,15,250,15,0,120,0,2720632,2720632,2,131113,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,2500,0,300,DeadEffect_Normal,1,2,2,2,525184,0,8,4,0,0
1227,VOCATION_INVALID,33_6_野鹿Q加攻速,SPELL_TYPE_CAST,$狂野射击,0,314,0,5608,5609,5609,0,a,0,0,0,0,0,0,0,0,500,500,500,500,0,0,0,0,15,250,15,0,120,0,2720632,2720632,2,131113,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,2500,0,300,DeadEffect_Normal,1,2,2,2,525184,0,8,4,0,0
1014,VOCATION_INVALID,33_技能描述,SPELL_TYPE_CAST,$终极射线二级,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
290,VOCATION_INVALID,34_技能描述,SPELL_TYPE_CAST,$冰霜女皇指令,$发射一束冰枪,4,0,152,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,50,0,10,0,0,0,2719832,2719832,2,296,300,FLY_BOMB,1,0,1,10,0,250,0,100,1000,5000,0,1000,DeadEffect_Normal,1,386,386,386,12551,0,8,0,20,0
667,VOCATION_INVALID,35_技能描述,SPELL_TYPE_CAST,$生化魔物墓碑诅咒,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,INSTANT_AOE,1,0,1,20,1000,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,0,0,8,0,0,0
399,VOCATION_INVALID,36_技能描述,SPELL_TYPE_CAST,$爆裂惩戒,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2719824,2719824,2,8,0,INSTANT_AOE,1,0,1,10,0,500,0,100,500,30000,0,1000,DeadEffect_Normal,1,2,2,2,143623,0,8,0,20,0
666,VOCATION_INVALID,37_技能描述,SPELL_TYPE_CAST,$生化魔物墓碑诅咒,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,INSTANT_AOE,1,0,1,20,1000,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,0,0,8,0,0,0
661,VOCATION_INVALID,38_技能描述,SPELL_TYPE_CAST,$,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
665,VOCATION_INVALID,39_技能描述,SPELL_TYPE_CAST,$生化魔物墓碑诅咒,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,300,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,24,0,INSTANT_AOE,1,0,1,20,1000,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,0,0,8,0,0,0
662,VOCATION_INVALID,40_技能描述,SPELL_TYPE_PASSIVE,$,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
659,VOCATION_INVALID,41_技能描述,SPELL_TYPE_CAST,$,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
606,VOCATION_INVALID,42_技能描述,SPELL_TYPE_CAST,empty,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
566,VOCATION_INVALID,43_技能描述,SPELL_TYPE_SECONDARY,$翅膀起飞,1,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,INSTANT_SINGLE,1,0,1,1,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
565,VOCATION_INVALID,44_技能描述,SPELL_TYPE_CAST,$跳跃普攻,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,350,100,0,0,0,0,0,0,0,0,0,0,1,0,2720632,2720632,1,21,350,FLY_LINE,1,0,1,1,0,50,0,100,1000,5000,0,1000,DeadEffect_Normal,1,66,66,66,17338508,0,8,0,20,0
564,VOCATION_INVALID,45_技能描述,SPELL_TYPE_INSTANT,$疾射火炮,1,0,0,2001;2002,0,2000,0,a01,R_q,R_q,0,0,0,0,0,4,100,100,0,0,0,0,0,0,20,0,150,0,1,0,2720632,2720632,2,21,500,FLY_SINGLE,1,0,1,1,0,50,0,100,1500,5000,0,1000,DeadEffect_Frost,1,66,66,66,17338508,0,8,6,20,0
561,VOCATION_INVALID,48_技能描述,SPELL_TYPE_INSTANT,$造成100物理伤害并减速,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,2719832,2719832,1,16,0,INSTANT_SINGLE,1,0,1,1,0,100,0,100,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,12807,0,8,0,20,0
1022,VOCATION_INVALID,49_技能描述,SPELL_TYPE_CAST,$翅膀飞行,0,0,278;332,279,0,0,fly01,IDLE,0,0,205,0,0,0,1000,4,1000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INSTANT_SINGLE,1,0,1,0,1,0,0,0,0,0,0,0,DeadEffect_Normal,1,1,1,1,41947141,0,8,128,0,0
1148,VOCATION_INVALID,50_技能描述,SPELL_TYPE_CAST,$重低音炮桶,empty,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,335,0,100,0,0,0,0,2719864,2,65576,0,INSTANT_AOE,1,0,1,30,0,500,0,100,0,0,0,500,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
401,VOCATION_INVALID,51_技能描述,SPELL_TYPE_CAST,$眼（免费）,1,4,0,0,0,0,0,0,0,0,0,1996,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLY_LINE,1,0,1,1,0,50,0,0,1000,5000,0,1000,DeadEffect_Normal,1,514,514,514,12805,0,8,0,20,1192
1110,VOCATION_INVALID,52_技能描述,SPELL_TYPE_INSTANT,$闪电,$[b][size=25][yellow]闪电[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]普通攻击能概率触发闪电链[/blue][/size],149,0,0,320,320,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,300,0,0,0,0,0,2719864,2719864,2,2181648,0,INSTANT_AOE,1,0,1,5,0,700,0,0,0,0,0,1000,DeadEffect_Normal,1,130,130,130,144007,0,8,0,20,0
410,VOCATION_INVALID,53_技能描述,SPELL_TYPE_CAST,$超频位移,$[b][size=25][yellow]超频位移[orange]（F键）[/orange][/yellow][/size][/b] <br>[size=20][blue]你的英雄移动速度增加27%，持续10秒[/blue][/size],124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,4,8,0,INSTANT_AOE,0,0,0,0,100,100,0,100,0,0,0,1000,DeadEffect_Normal,1,1,1,1,12547,8,8,0,30,0
486,VOCATION_INVALID,54_技能描述,SPELL_TYPE_CAST,$生物力场,$[b][size=25][yellow]生物力场[orange]（F键）[/orange][/yellow][/size][/b] <br>[size=20][blue]为你和友方英雄回复[green][LEVEL=1500+80][/green]血量，并提升[green]30%[/green]移速。[/blue][/size],117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,3,3,4,0,0,INSTANT_AOE,1,0,1,2,1000,1000,0,100,0,0,0,1000,DeadEffect_Normal,1,1,1,1,28931,8,8,0,30,0
503,VOCATION_INVALID,55_技能描述,SPELL_TYPE_CAST,$厄运锁链（1级）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
504,VOCATION_INVALID,56_技能描述,SPELL_TYPE_CAST,$厄运锁链（1级）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
880,VOCATION_INVALID,57_技能描述,SPELL_TYPE_CAST,$水域,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
406,VOCATION_INVALID,59_技能描述,SPELL_TYPE_CHANNEL,$传送,$传送至友方非英雄单位或建筑,114,0,0,0,0,hc01,hc03,0,0,0,0,0,0,0,100,3500,100,100,0,1101,0,0,0,0,0,0,0,0,0,1310852,1310852,1,0,0,INSTANT_SINGLE,1,0,1,1,100000,200,0,100,100000,30000,0,1000,DeadEffect_Normal,1,33410,33410,33410,12805,8,8,0,30,0
1101,VOCATION_INVALID,61_技能描述,SPELL_TYPE_CAST,$猛击,$[b][size=25][yellow]猛击[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]对目标眩晕2秒[/blue][/size],134,0,317,318,0,0,0,R_q,0,0,0,0,0,0,4,300,0,0,0,1113,0,0,0,1,0,0,0,0,0,2719864,2719864,1,131394,0,INSTANT_SINGLE,1,0,1,1,0,100,0,100,500,0,0,1000,DeadEffect_Normal,1,706,706,706,12551,0,8,0,20,1024
853,VOCATION_INVALID,62_技能描述,SPELL_TYPE_CAST,$熔岩地裂,$[b][size=25][yellow]灭世龙炎[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]巨龙战士喷发灭世龙炎咆哮，持续[orange]5[/orange]秒，誓要毁天灭地，[/blue]<br>物理伤害：[orange][LEVEL=3000+800][/orange]点<br>冷却时间：[orange] [CD1=6203][/orange]秒[/size],170,1064;1065;1066;1067;1068;1069,0,1070,1070,d,0,0,0,0,0,0,0,2000,0,2000,2500,3000,0,6203,0,0,0,0,0,0,0,120,0,2719864,2719864,1,65554,0,INSTANT_AOE,1,0,5,80,0,1000,0,100,1000,3000,0,1000,DeadEffect_Normal,1,17282,17282,16770,42517252,4096,8,6,0,664
852,VOCATION_INVALID,63_技能描述,SPELL_TYPE_CAST,$龙魂离散,$[b][size=25][yellow]龙魂离散[/yellow][/size][/b]<br>[size=20][blue]倒计时结束后取消巨龙战士加成[/blue][/size],169,1063,0,0,0,c,0,0,0,0,0,0,0,800,0,2000,1000,2800,0,6202,0,0,0,0,0,0,0,120,0,2719864,2719864,1,24,0,INSTANT_LINE,1,0,1,50,2000,250,0,100,2000,3000,0,1000,DeadEffect_Normal,1,17282,17282,16770,42517252,4096,8,6,0,578
411,VOCATION_INVALID,64_技能描述,SPELL_TYPE_CAST,$净化,$[b][size=25][yellow]净化[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]移除身上的所有限制效果和召唤师技能的减益效果，并且若在接下来的3秒里再次被施加限制效果时，新效果的持续时间会减少65%[/blue][/size],116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,1,1,4,0,0,INSTANT_SINGLE,1,0,1,1,100,100,0,100,0,0,0,1000,DeadEffect_Normal,1,1,1,1,12547,8,8,0,30,0
851,VOCATION_INVALID,65_技能描述,SPELL_TYPE_CHANNEL,$地狱之炎,$[b][size=25][yellow]龙炎吐息[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]巨龙战士向前方直线吐出火焰攻击敌人[/blue]<br>物理伤害：[orange][LEVEL=1000+500][/orange]点<br>冷却时间：[orange] [CD1=6201][/orange]秒[/size],168,1061;1062,0,0,0,b,0,0,0,0,0,0,0,400,0,1800,2000,2400,0,6201,0,0,0,0,0,0,0,120,0,2719864,2719864,1,24,0,INSTANT_SECTOR,1,500,10,50,0,3000,0,100,2000,3000,0,1000,DeadEffect_Normal,1,17282,17282,16770,42517252,4096,8,6,0,196
848,VOCATION_INVALID,66_技能描述,SPELL_TYPE_CAST,$飞檐走壁键,0,0,0,99991,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,2176,0,INSTANT_AOE,1,0,1,1,0,100,0,100,1500,1000,0,1000,DeadEffect_Normal,1,1,1,1,2097153,4104,4,2,10,0
820,VOCATION_INVALID,67_技能描述,SPELL_TYPE_CAST,$,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
753,VOCATION_INVALID,68_技能描述,SPELL_TYPE_CAST,$征服者狡黠,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,131584,0,FLY_SINGLE,1,0,1,1,0,100,0,100,1000,3000,0,1000,DeadEffect_Normal,1,130,130,130,12807,0,8,0,20,0
752,VOCATION_INVALID,69_技能描述,SPELL_TYPE_CAST,$征服者残暴,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,131584,0,INSTANT_SINGLE,1,0,1,1,0,200,0,100,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,12807,0,8,0,20,0
751,VOCATION_INVALID,70_技能描述,SPELL_TYPE_INSTANT,$冰龙叹息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1100,0,0,0,0,0,0,0,0,0,8,8,2,131584,0,INSTANT_SINGLE,1,0,1,1,1000,200,0,100,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,12807,0,8,0,20,0
181,VOCATION_INVALID,71_技能描述,SPELL_TYPE_INSTANT,$迅龙护腿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,8,8,2,131080,0,INSTANT_SINGLE,1,0,1,1,0,200,0,100,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,12807,0,8,0,20,0
