 ,天赋ID,天赋学习等级,天赋图标,推荐显示,激活类型（0默认自动;1系统）,升星激活等级（激活类型需为0）,场内是否等级互斥(0不互斥1互斥),显示类型（0未激活不显示1未激活显示）,影响技能槽位 ,天赋名称,天赋奖励名称,天赋描述,未激活描述,场内天赋描述,前置天赋,战场类型ID
28,12810,12,149,1,0,0,1,1,3,闪电【被动】,天赋：闪电,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
28,12811,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：法术护盾,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
28,12808,15,218,1,0,0,1,1,2,真火力强袭【[SKILLSLOT=2]键】,天赋：真火力强袭,提高火力强袭的伤害,,提高火力强袭的伤害,12804,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
28,12812,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
28,12813,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
28,12814,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
29,12901,3,220,1,0,0,1,1,0,震耳欲聋【[SKILLSLOT=0]键】,天赋：震耳欲聋,连续被电音爆弹伤害到时，伤害增加,,连续被电音爆弹伤害到时，伤害增加,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
29,12907,3,221,0,0,5,1,1,1,持续燃烧【[SKILLSLOT=1]键】,天赋：持续燃烧,燃烧弹持续燃烧，对敌人造成法术伤害,,燃烧弹对范围内的敌人额外造成每秒[LEVEL=145+20][red](+[MA=10])[/red]点法术伤害，持续3秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
29,12904,6,222,1,0,0,1,1,-1,重低音炮桶【[SKILLSLOT=2]键】,天赋：重低音炮筒,原地摆放一个炮桶，被引爆时对周围所有敌方单位造成伤害,,原地摆放一个炮桶，被引爆时对周围所有敌方单位造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
29,12905,9,221,1,0,0,1,1,1,黑色火药【[SKILLSLOT=1]键】,天赋：黑色火药,提升燃烧弹伤害范围,,提升燃烧弹伤害范围,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
29,12906,9,221,0,0,5,1,1,1,迷幻灼烧【[SKILLSLOT=1]键】,天赋：迷幻灼烧,燃烧弹燃烧瞬间中敌人，减慢目标移速，持续2秒,,燃烧弹击燃烧瞬间中敌人，减慢目标40%移速，持续2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
29,12903,9,220,0,0,5,1,1,0,死亡葬礼【[SKILLSLOT=0]键】,天赋：死亡葬礼,死亡时，会在原地遗留一颗电音爆弹3秒后爆炸,,死亡时，会在原地遗留一颗电音爆弹3秒后爆炸,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
29,12910,12,230,1,0,0,1,1,18,金身【1键】,天赋：金身,使英雄无敌2.5秒，期间不能做任何操作,,使英雄无敌2.5秒，期间不能做任何操作,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
29,12911,12,231,0,0,0,1,1,16,冰霜冲击【1键】,天赋：冰霜冲击,对目标英雄造成一次魔法伤害并减速,,对目标英雄造成一次魔法伤害并减速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
29,12912,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：聚合,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
29,12908,15,222,1,0,0,1,1,2,高爆炸弹【[SKILLSLOT=2]键】,天赋：高爆炸弹,伤害提高到[orange]500[/orange][red]（+[MA=150]）[/red],,伤害提高[orange]540[/orange][red]（+[MA=100]）[/red],12904,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
29,12913,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
29,12914,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
29,12915,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
30,13001,3,348,1,0,0,1,1,3,养精蓄锐【被动】,天赋：养精蓄锐,附近敌方小兵阵亡永久提升生命,,附近敌方小兵阵亡永久提升2点生命，每叠加到100层，额外获得100点生命值,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
30,13004,6,351,1,0,0,1,1,-1,狂袭飞车,天赋：狂袭飞车,提升飞车伤害,,飞车伤害提高到[red]250+(+[PA=100])[/red],,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
30,13005,9,351,1,0,0,1,1,1,精湛车技,天赋：精湛车技,使用狂袭上车后3秒内免疫控制,,使用狂袭上车后3秒内免疫控制,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
30,13006,9,351,0,0,5,1,1,1,狂野突袭,天赋：狂野突袭,主动使用飞车结束行驶后5秒内下次攻击造成额外伤害,,主动使用飞车结束行驶后5秒内下次攻击造成额外伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
30,13009,12,116,1,0,0,1,1,16,净化【1键】,天赋：净化,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
30,13010,12,227,0,0,0,1,1,16,三环【被动】,天赋：三环,对英雄连续三次普攻可造成额外80%攻击力的伤害,,对英雄连续三次普攻可造成额外80%攻击力的伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
30,13011,12,228,0,0,0,1,1,16,闪烁【翻滚】,天赋：闪烁,翻滚消耗体力降低10点,,翻滚消耗体力降低10点,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
30,13008,15,351,1,0,0,1,1,2,超级狂袭飞车,天赋：超级狂袭飞车,提升飞车伤害,,飞车伤害提高到[red]500+(+[PA=100])[/red],13004,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
30,13012,18,98,0,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
30,13013,18,36,1,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
30,13014,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
31,13115,3,333,1,0,0,1,1,3,元神积累【被动】,天赋：元神积累,周围有敌人殒命增加自身法术强度,,周围有敌人殒命，自身法术强度增加，最多加60点法强,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
31,13117,3,334,0,0,5,1,1,0,妖术精进【[SKILLSLOT=0]键】,天赋：妖术精进,妖术的技能距离延长至20米,,妖术的技能距离延长至20米,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
31,13116,3,334,0,0,5,1,1,0,妖术扩散【[SKILLSLOT=0]键】,天赋：妖术扩散,妖术击中目标会发生爆炸，对附近敌人造成法术伤害,,妖术击中目标会发生爆炸，对附近敌人造成法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
31,13106,6,336,1,0,0,1,1,-1,灵射【[SKILLSLOT=2]键】,天赋：灵射,短暂延迟后，向前方直线范围发射光束,,短暂延迟后，向前方直线范围发射光束,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
31,13118,9,333,0,0,5,1,1,3,续命术【被动】,天赋：续命术,击杀或助攻英雄恢复自身血量和蓝量,,击杀或助攻英雄恢复自身血量和蓝量,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
31,13119,9,335,1,0,0,1,1,1,绝命业火【[SKILLSLOT=1]键】,天赋：绝命业火,业火击中目标使其魔抗减少，持续5秒，最多叠加5层,,业火击中目标会使目标魔抗减少3%，持续5秒，最多叠加5层,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
31,13121,12,230,1,0,0,1,1,18,金身【1键】,天赋：金身,使英雄无敌2.5秒，期间不能做任何操作,,使英雄无敌2.5秒，期间不能做任何操作,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
31,13122,12,231,0,0,0,1,1,16,冰霜冲击【1键】,天赋：冰霜冲击,对目标英雄造成一次魔法伤害并减速,,对目标英雄造成一次魔法伤害并减速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
31,13123,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：聚合,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
31,13111,15,336,1,0,0,1,1,2,高级灵射,天赋：高级灵射,灵射伤害增加,,灵射伤害增加,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
31,13124,18,98,0,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
31,13125,18,36,1,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
31,13126,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
32,13201,3,306,0,0,5,1,1,0,漩涡【[SKILLSLOT=0]键】,天赋：漩涡,袭扰变为对直线技能，对击中首个敌人禁锢，并对周围敌人造成法术伤害,,袭扰变为对直线技能，对击中首个敌人禁锢，并对周围敌人造成法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
32,13202,3,306,1,0,0,1,1,0,澎湃【[SKILLSLOT=0]键】,天赋：澎湃,袭扰的伤害提升，技能冷却减少,,袭扰的伤害提升，技能冷却减少,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
32,13203,3,307,0,0,5,1,1,1,浩瀚【[SKILLSLOT=1]键】,天赋：浩瀚,灵盾的护盾值提高,, 灵盾的护盾值增加到[orange][LEVEL=2500+100][/orange][red]（+[MA=100]）[/red]点,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
32,13204,6,308,1,0,0,1,1,-1,灵魂庇护【[SKILLSLOT=2]键】,天赋：灵魂庇护,北海鱼姬指定一名友军英雄进行灵魂共鸣并附身友军,,北海鱼姬指定一名友军英雄进行灵魂共鸣并附身友军,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
32,13205,9,307,1,0,0,1,1,1,波澜【[SKILLSLOT=1]键】,天赋：波澜,灵盾能给目标增加攻击力,,灵盾能给目标增加攻击力,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
32,13206,9,307,0,0,5,1,1,1,汹涌【[SKILLSLOT=1]键】,天赋：汹涌,灵盾被打破时周围敌方单位造成晕眩效果,,灵盾被打破时周围敌方单位造成晕眩效果[orange]1[/orange]秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
32,13207,9,307,0,0,5,1,1,1,沧海【[SKILLSLOT=1]键】,天赋：沧海,灵盾持续时间内只抵挡一次技能，抵挡成功后将回复血量,,灵盾只抵挡一次伤害或控制，抵挡成功后回复与护盾值相等的血量，若已学习浩瀚，则回血量增加,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
32,13209,12,145,0,0,0,1,1,16,真视【1键】,天赋：真视,12秒内获得永久真视效果,,12秒内获得永久真视效果,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
32,13210,12,104,0,0,0,1,1,16,塔防【1键】,天赋：塔防,我方建筑8秒内免疫伤害,,我方建筑8秒内免疫伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
32,13211,12,235,1,0,0,1,1,16,庇护【1键】,天赋：庇护,给周围友方英雄增加护盾，持续5秒,,给周围友方英雄增加护盾，持续5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
32,13208,15,308,1,0,0,1,1,2,灵魂庇护【[SKILLSLOT=2]键】,天赋：灵魂庇护,灵魂庇护加强,,灵魂庇护加强,13204,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
32,13212,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
32,13213,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
32,13214,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
90,13301,3,314,0,0,5,1,1,0,强射【[SKILLSLOT=0]键】,天赋：强射,尖锐之花每隔5秒释放直线伤害技能，造成[orange][LEVEL=625+38][/orange][red]（+[MA=38]）[/red]点魔法伤害,,尖锐之花每隔5秒释放一次直线伤害技能，造成[LEVEL=625+38][blue]（+[MA=38]）[/blue]点魔法伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13302,3,315,0,0,5,1,1,1,藤缚【[SKILLSLOT=1]键】,天赋：藤缚,藤蔓可以捆住防御塔，防御塔2秒内无法进行攻击，并且每秒受到100点魔法伤害,,藤蔓可以捆住防御塔，防御塔2秒内无法进行攻击，并且每秒受到100点魔法伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13303,3,314,1,0,0,1,1,0,障碍【[SKILLSLOT=0]键】,天赋：障碍,相同目标被尖锐之花击中连续击中3次移动速度降低30%（不可重复触发），持续2秒,,相同目标被尖锐之花击中连续击中3次移动速度降低30%（不可重复触发），持续2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13304,6,316,1,0,0,1,1,-1,植株结界【[SKILLSLOT=2]键】,天赋：植株结界,召唤4只植株形成结界，减速穿过的英雄,,召唤4只植株形成结界，对穿过的英雄减速60%持续2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13305,6,317,0,0,5,1,1,-1,花王召唤【[SKILLSLOT=2]键】,天赋：花王召唤,召唤巨型花王，花王会自动对周围敌人造成伤害,,召唤巨型花王，花王会自动对周围敌人造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13306,9,315,1,0,0,1,1,1,强化【[SKILLSLOT=1]键】,天赋：强化,被藤蔓捆缚的目标受到植物的伤害提高100%,,被藤蔓捆缚的目标受到植物的伤害提高100%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13307,9,315,0,0,5,1,1,1,蔓延【[SKILLSLOT=1]键】,天赋：蔓延,藤蔓范围内的尖锐之花，会生长根藤捆住周围敌人2秒,,藤蔓范围内的尖锐之花，会生长根藤捆住周围敌人2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13308,9,315,0,0,5,1,1,1,坚韧【[SKILLSLOT=1]键】,天赋：坚韧,藤蔓会使尖锐之花回复100%血量，受到的伤害降低70%，持续5秒,,藤蔓会使尖锐之花回复100%血量，受到的伤害降低70%，持续5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13313,12,230,1,0,0,1,1,18,金身【1键】,天赋：金身,使英雄无敌2.5秒，期间不能做任何操作,,使英雄无敌2.5秒，期间不能做任何操作,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
33,13314,12,231,0,0,0,1,1,16,冰霜冲击【1键】,天赋：冰霜冲击,对目标英雄造成一次魔法伤害并减速,,对目标英雄造成一次魔法伤害并减速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
33,13315,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：聚合,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13309,15,316,1,0,0,1,1,2,植株结界【[SKILLSLOT=2]键】,天赋：植株结界,植株伤害提升,,植株的法强伤害加成提升20%,13304,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13310,15,317,0,0,5,1,1,2,花王召唤【[SKILLSLOT=2]键】,天赋：花王召唤,花王伤害提升,,花王的法强伤害加成提升20%,13305,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
33,13316,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
33,13317,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
33,13318,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
34,13413,3,318,0,0,5,1,1,3,持久力增加【被动】,天赋：持久力增加,变大时间增加50%,,变大时间增加50%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
34,13416,3,318,1,0,0,1,1,3,热血灌注【被动】,天赋：热血灌注,变身瞬间回复血量提升至20%总生命值,,变身瞬间回复血量提升至20%总生命值,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
34,13417,3,318,0,0,5,1,1,3,兽王霸气【被动】,天赋：兽王霸气,变大时震晕周围敌人1秒,,变大时震晕周围敌人1秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
34,13421,6,323,1,0,0,1,1,-1,兽王勾拳【[SKILLSLOT=2]键】,天赋：兽王勾拳,大兽王状态下将前方扇形半径7米范围所有敌人都抓取到身前并造成伤害。,,大兽王状态下将前方扇形半径7米范围所有敌人都抓取到身前并造成伤害。,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
34,13418,9,318,0,0,5,1,1,3,兽王穿透【被动】,天赋：兽王穿透,每10层能量值获得2%物穿,,每10层能量值获得2%物穿,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
34,13419,9,318,0,0,5,1,1,3,兽宝之怒【被动】,天赋：兽宝之怒,若8秒内受到50%最大生命值伤害，则增加70点能量值,,若8秒内受到50%最大生命值伤害，则增加70点能量值,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
34,13420,9,318,1,0,0,1,1,3,感觉很帅【被动】,天赋：感觉很帅,在大兽王形态下被击倒会自动复活并恢复部分血量（90秒冷却时间）,,在大兽王形态下被击倒会自动复活并恢复部分血量（90秒冷却时间）,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
34,13423,12,124,1,0,0,1,1,16,激昂【1键】,天赋：激昂,增加周围我方英雄移速,,增加周围我方英雄移速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
34,13424,12,237,0,0,0,1,1,3,防御光环【被动】,天赋：防御光环,周围友方英雄双抗提升20,,周围友方英雄双抗提升20,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
34,13425,12,162,0,0,0,1,1,16,腐蚀【1键】,天赋：腐蚀,降低范围内敌方英雄护甲,,降低范围内敌方英雄护甲,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
34,13422,15,323,1,0,0,1,1,2,兽王勾拳【[SKILLSLOT=2]键】,天赋：兽王勾拳,提升兽王勾拳伤害,,超级兽王勾拳,提升兽王勾拳伤害,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
34,13426,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
34,13427,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
34,13428,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
35,13514,3,311,1,0,0,1,1,1,堡垒阵列【[SKILLSLOT=1]键】,天赋：堡垒阵列,释放离子风暴期间自身受到的伤害降低,,释放离子风暴期间自身受到的伤害降低15%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
35,13515,3,310,0,0,5,1,1,0,晶体激活【[SKILLSLOT=0]键】,天赋：晶体激活,元素过载对五层被动以上的敌人造成额外物理伤害,,元素过载对五层被动以上的敌人造成最高[orange][LEVEL=420+60][/orange][red]（+[PA=24]）[/red]点的额外物理伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
35,13516,3,310,0,0,5,1,1,0,不卸之力【[SKILLSLOT=0]键】,天赋：不卸之力,提高元素过载技能距离,,提高元素过载技能距离,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
35,13511,6,312,1,0,0,1,1,-1,脉冲撞击【[SKILLSLOT=2]键】,天赋：脉冲撞击,自身腾空而起漂浮在高空，左键点击后立即撞击指定区域，对圆形范围内所有敌人造成物理伤害,,自身腾空而起漂浮在高空，左键点击后立即撞击指定区域，对圆形范围内所有敌人造成物理伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
35,13517,9,310,0,0,5,1,1,0,续命游戏【[SKILLSLOT=0]键】,天赋：续命游戏,生命值低于50%时，元素过载击中敌人后生命回复量翻倍,,生命值低于50%时，元素过载击中敌人后生命回复量翻倍,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
35,13518,9,311,1,0,0,1,1,1,风暴耀火【[SKILLSLOT=1]键】,天赋：风暴耀火,提升离子风暴的伤害,,提升离子风暴的伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
35,13526,9,309,0,0,5,1,1,-1,离子冲击,天赋：离子冲击,释放离子风暴期间可以释放元素过载,,释放离子风暴期间可以释放元素过载,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
35,13519,12,124,1,0,0,1,1,16,激昂【1键】,天赋：激昂,增加周围我方英雄移速,,增加周围我方英雄移速,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
35,13520,12,237,0,0,0,1,1,3,防御光环【被动】,天赋：防御光环,周围友方英雄双抗提升20,,周围友方英雄双抗提升20,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
35,13521,12,162,0,0,0,1,1,16,腐蚀【1键】,天赋：腐蚀,降低范围内敌方英雄护甲,,降低范围内敌方英雄护甲,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
35,13512,15,312,1,0,0,1,1,2,脉冲炸裂【[SKILLSLOT=2]键】,天赋：脉冲炸裂,脉冲撞击对敌人造成的伤害提升,,脉冲撞击对敌人造成的伤害提升,13511,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
35,13522,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;15
35,13523,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;15
35,13524,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;10;11;12;13
35,13525,3,311,1,0,0,1,1,1,堡垒阵列【[SKILLSLOT=1]键】,天赋：堡垒阵列,释放离子风暴技能期间自身受到的伤害降低,,释放离子风暴技能期间自身受到的伤害降低15%,,10
35,13527,6,312,1,0,0,1,1,2,脉冲撞击【[SKILLSLOT=2]键】,天赋：脉冲撞击,自身腾空而起漂浮在高空，左键点击后立即撞击指定区域，对圆形范围内所有敌人造成物理伤害,,自身腾空而起漂浮在高空，左键点击后立即撞击指定区域，对圆形范围内所有敌人造成物理伤害,,10
35,13528,9,310,1,0,0,1,1,0,续命游戏【[SKILLSLOT=0]键】,天赋：续命游戏,生命值低于50%时，元素过载击中敌人后生命回复量翻倍,,生命值低于50%时，元素过载击中敌人后生命回复量翻倍,,10
35,13529,15,312,1,0,0,1,1,2,脉冲炸裂【[SKILLSLOT=2]键】,天赋：脉冲炸裂,脉冲撞击对敌人造成的伤害提升,,脉冲撞击对敌人造成的伤害提升,13526,10
36,13601,3,324,0,0,5,1,1,3,强化武器【被动】,天赋：强化武器,子弹上限提升至48，普攻伤害增加5%,,子弹上限提升至48，普攻伤害增加5%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13602,3,326,0,0,5,1,1,1,能量反哺【[SKILLSLOT=1]键】,天赋：能量反哺,在动能铠甲状态下，普攻击中敌人回复生命值,,在动能铠甲状态下，普攻击中敌人回复[orange]1*等级[/orange]点生命值,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13603,3,324,1,0,0,1,1,3,养精蓄锐【被动】,天赋：养精蓄锐,身边有敌方小兵殒命时永久提升攻击力,,身边有敌方小兵殒命时永远提升攻击力，最多增加30点,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13604,6,327,1,0,0,1,1,-1,终极武器【[SKILLSLOT=2]键】,天赋：终极武器,朝前方发射10枚导弹，击中敌人或在最远距离爆炸对范围内所有敌人造[orange]20[/orange][red]（+[PA=60]）[/red]点物理伤害（可触发暴击）,,朝前方发射10枚导弹，击中敌人或在最远距离爆炸对范围内所有敌人造20[red]（+[PA=60]）[/red]点物理伤害.[orange]（可触发暴击）[/orange],,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13605,9,325,1,0,0,1,1,0,高热能量【[SKILLSLOT=0]键】,天赋：高热能量,高分子能量弹伤害增加[orange][LEVEL=240+94](+[PA=120])[/orange]点,,高分子能量弹伤害增加[orange][LEVEL=240+94](+[PA=120])[/orange]点,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
