宝石ID,宝石名称,宝石图标,原石ID组,最高品级,灵气上限,升级灵气条件,1级属性组,2级属性组,3级属性组,4级属性组,5级属性组,6级属性组,陈旧属性组,原石外观,开窗外观,1级外观(模型ID),2级外观,3级外观,4级外观,5级外观,6级外观,陈旧外观,出售价,增加抛光进度上限,消耗总金币,消耗总点券,增加进度值,2倍暴击率,5倍暴击率,10倍暴击率
107,[yellow][传说]生命核晶[/yellow],46,1,6,240,240;240;240;240;240;240,32;538;1008,32;538;1008,32;538;1008,32;538;1008,32;538;1008,32;538;1008,132;638;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
108,[yellow][传说]大地核晶[/yellow],46,1,6,240,240;240;240;240;240;240,30;539;1005,30;539;1005,30;539;1005,30;539;1005,30;539;1005,30;539;1005,130;639;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
109,[yellow][传说]庇护核晶[/yellow],46,1,6,240,240;240;240;240;240;240,31;539;1005,31;539;1005,31;539;1005,31;539;1005,31;539;1005,31;539;1005,131;639;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
110,[yellow][传说]大地核晶[/yellow],46,1,6,240,240;240;240;240;240;240,30;539;1006,30;539;1006,30;539;1006,30;539;1006,30;539;1006,30;539;1006,130;639;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
111,[yellow][传说]庇护核晶[/yellow],46,1,6,240,240;240;240;240;240;240,31;539;1006,31;539;1006,31;539;1006,31;539;1006,31;539;1006,31;539;1006,131;639;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
112,[yellow][传说]大地核晶[/yellow],46,1,6,240,240;240;240;240;240;240,30;539;1007,30;539;1007,30;539;1007,30;539;1007,30;539;1007,30;539;1007,130;639;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
113,[yellow][传说]庇护核晶[/yellow],46,1,6,240,240;240;240;240;240;240,31;539;1007,31;539;1007,31;539;1007,31;539;1007,31;539;1007,31;539;1007,131;639;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
114,[yellow][传说]大地核晶[/yellow],46,1,6,240,240;240;240;240;240;240,30;539;1008,30;539;1008,30;539;1008,30;539;1008,30;539;1008,30;539;1008,130;639;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
115,[yellow][传说]庇护核晶[/yellow],46,1,6,240,240;240;240;240;240;240,31;539;1008,31;539;1008,31;539;1008,31;539;1008,31;539;1008,31;539;1008,131;639;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
116,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;540;1005,28;540;1005,28;540;1005,28;540;1005,28;540;1005,28;540;1005,128;640;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
117,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;540;1006,28;540;1006,28;540;1006,28;540;1006,28;540;1006,28;540;1006,128;640;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
118,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;540;1007,28;540;1007,28;540;1007,28;540;1007,28;540;1007,28;540;1007,128;640;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
119,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;540;1008,28;540;1008,28;540;1008,28;540;1008,28;540;1008,28;540;1008,128;640;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
120,[yellow][传说]生命核晶[/yellow],46,1,6,240,240;240;240;240;240;240,32;541;1005,32;541;1005,32;541;1005,32;541;1005,32;541;1005,32;541;1005,132;641;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
121,[yellow][传说]生命核晶[/yellow],46,1,6,240,240;240;240;240;240;240,32;541;1006,32;541;1006,32;541;1006,32;541;1006,32;541;1006,32;541;1006,132;641;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
122,[yellow][传说]生命核晶[/yellow],46,1,6,240,240;240;240;240;240;240,32;541;1007,32;541;1007,32;541;1007,32;541;1007,32;541;1007,32;541;1007,132;641;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
123,[yellow][传说]生命核晶[/yellow],46,1,6,240,240;240;240;240;240;240,32;541;1008,32;541;1008,32;541;1008,32;541;1008,32;541;1008,32;541;1008,132;641;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
124,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;542;1005,28;542;1005,28;542;1005,28;542;1005,28;542;1005,28;542;1005,128;642;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
125,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;542;1006,28;542;1006,28;542;1006,28;542;1006,28;542;1006,28;542;1006,128;642;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
126,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;542;1007,28;542;1007,28;542;1007,28;542;1007,28;542;1007,28;542;1007,128;642;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
127,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;542;1008,28;542;1008,28;542;1008,28;542;1008,28;542;1008,28;542;1008,128;642;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
128,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;543;1005,28;543;1005,28;543;1005,28;543;1005,28;543;1005,28;543;1005,128;643;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
129,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;543;1006,28;543;1006,28;543;1006,28;543;1006,28;543;1006,28;543;1006,128;643;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
130,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;543;1007,28;543;1007,28;543;1007,28;543;1007,28;543;1007,28;543;1007,128;643;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
131,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;543;1008,28;543;1008,28;543;1008,28;543;1008,28;543;1008,28;543;1008,128;643;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
132,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;544;1005,28;544;1005,28;544;1005,28;544;1005,28;544;1005,28;544;1005,128;644;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
133,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;544;1005,29;544;1005,29;544;1005,29;544;1005,29;544;1005,29;544;1005,129;644;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
134,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;544;1006,28;544;1006,28;544;1006,28;544;1006,28;544;1006,28;544;1006,128;644;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
135,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;544;1006,29;544;1006,29;544;1006,29;544;1006,29;544;1006,29;544;1006,129;644;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
136,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;544;1007,28;544;1007,28;544;1007,28;544;1007,28;544;1007,28;544;1007,128;644;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
137,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;544;1007,29;544;1007,29;544;1007,29;544;1007,29;544;1007,29;544;1007,129;644;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
138,[yellow][传说]智慧核晶[/yellow],46,1,6,240,240;240;240;240;240;240,28;544;1008,28;544;1008,28;544;1008,28;544;1008,28;544;1008,28;544;1008,128;644;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
139,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;544;1008,29;544;1008,29;544;1008,29;544;1008,29;544;1008,29;544;1008,129;644;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
140,[yellow][传说]庇护核晶[/yellow],46,1,6,240,240;240;240;240;240;240,31;545;1005,31;545;1005,31;545;1005,31;545;1005,31;545;1005,31;545;1005,131;645;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
141,[yellow][传说]庇护核晶[/yellow],46,1,6,240,240;240;240;240;240;240,31;545;1006,31;545;1006,31;545;1006,31;545;1006,31;545;1006,31;545;1006,131;645;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
142,[yellow][传说]庇护核晶[/yellow],46,1,6,240,240;240;240;240;240;240,31;545;1007,31;545;1007,31;545;1007,31;545;1007,31;545;1007,31;545;1007,131;645;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
143,[yellow][传说]庇护核晶[/yellow],46,1,6,240,240;240;240;240;240;240,31;545;1008,31;545;1008,31;545;1008,31;545;1008,31;545;1008,31;545;1008,131;645;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
144,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;546;1005,29;546;1005,29;546;1005,29;546;1005,29;546;1005,29;546;1005,129;646;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
145,[yellow][传说]生命核晶[/yellow],46,1,6,240,240;240;240;240;240;240,32;546;1005,32;546;1005,32;546;1005,32;546;1005,32;546;1005,32;546;1005,132;646;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
146,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;546;1006,29;546;1006,29;546;1006,29;546;1006,29;546;1006,29;546;1006,129;646;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
147,[yellow][传说]生命核晶[/yellow],46,1,6,240,240;240;240;240;240;240,32;546;1006,32;546;1006,32;546;1006,32;546;1006,32;546;1006,32;546;1006,132;646;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
148,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;546;1007,29;546;1007,29;546;1007,29;546;1007,29;546;1007,29;546;1007,129;646;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
149,[yellow][传说]生命核晶[/yellow],46,1,6,240,240;240;240;240;240;240,32;546;1007,32;546;1007,32;546;1007,32;546;1007,32;546;1007,32;546;1007,132;646;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
150,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;546;1008,29;546;1008,29;546;1008,29;546;1008,29;546;1008,29;546;1008,129;646;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
151,[yellow][传说]生命核晶[/yellow],46,1,6,240,240;240;240;240;240;240,32;546;1008,32;546;1008,32;546;1008,32;546;1008,32;546;1008,32;546;1008,132;646;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
152,[yellow][传说]大地核晶[/yellow],46,1,6,240,240;240;240;240;240;240,30;547;1005,30;547;1005,30;547;1005,30;547;1005,30;547;1005,30;547;1005,130;647;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
153,[yellow][传说]大地核晶[/yellow],46,1,6,240,240;240;240;240;240;240,30;547;1006,30;547;1006,30;547;1006,30;547;1006,30;547;1006,30;547;1006,130;647;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
154,[yellow][传说]大地核晶[/yellow],46,1,6,240,240;240;240;240;240;240,30;547;1007,30;547;1007,30;547;1007,30;547;1007,30;547;1007,30;547;1007,130;647;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
155,[yellow][传说]大地核晶[/yellow],46,1,6,240,240;240;240;240;240;240,30;547;1008,30;547;1008,30;547;1008,30;547;1008,30;547;1008,30;547;1008,130;647;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
156,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;548;1005,29;548;1005,29;548;1005,29;548;1005,29;548;1005,29;548;1005,129;648;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
157,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;548;1006,29;548;1006,29;548;1006,29;548;1006,29;548;1006,29;548;1006,129;648;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
158,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;548;1007,29;548;1007,29;548;1007,29;548;1007,29;548;1007,29;548;1007,129;648;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
159,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;548;1008,29;548;1008,29;548;1008,29;548;1008,29;548;1008,29;548;1008,129;648;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
160,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;549;1005,29;549;1005,29;549;1005,29;549;1005,29;549;1005,29;549;1005,129;649;1105,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
161,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;549;1006,29;549;1006,29;549;1006,29;549;1006,29;549;1006,29;549;1006,129;649;1106,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
162,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;549;1007,29;549;1007,29;549;1007,29;549;1007,29;549;1007,29;549;1007,129;649;1107,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
163,[yellow][传说]英勇核晶[/yellow],46,1,6,240,240;240;240;240;240;240,29;549;1008,29;549;1008,29;549;1008,29;549;1008,29;549;1008,29;549;1008,129;649;1108,,,504,504,504,504,504,504,504,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
164,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
165,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
166,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
167,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
168,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
169,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
170,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
171,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
172,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
173,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
174,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
175,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
176,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
177,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
178,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
179,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
180,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
181,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
182,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
183,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
184,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
185,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
186,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
187,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
188,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
189,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
190,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
191,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
192,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
193,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
194,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
195,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
196,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
197,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
198,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
199,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
200,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
201,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
202,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
203,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
204,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
205,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
206,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
207,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
208,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
209,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
210,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
211,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
212,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
213,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
214,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
215,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
216,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
217,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
