奖励ID,奖励名称,奖励图标,品质,奖励描述,广播标识,奖励类型(1召唤师经验2绑金3英雄4固定核晶5固定基因样本6随机基因样本7天赋8宝箱9特殊物品(例如改名卡、刷新卡牌商店)10增益卡11XP技能12皮肤13水晶14水晶模组15任务搜索次数16表情包),圆饼拖尾光效,模型底座光效,模型底座外发光光效,参数1（英雄ID）,参数2（皮肤ID）,参数3,参数4,参数5,备注
5133,天赋：剧毒寄生,1,4,寄生在敌方英雄体内，再次使用技能或5秒后会钻出，造成范围伤害,,7,10,16,22,15,11504,,,,
5134,天赋：生化魔王,1,4,与墓碑融合，墓碑影响范围会跟随自己移动,,7,10,16,22,15,11505,,,,
5135,天赋：狂暴,1,4,墓碑状态下，生化魔人的普攻附带真实伤害,,7,10,16,22,15,11506,,,,
5136,天赋：迷魂墓碑,1,4,墓碑能降低范围内敌人60%的移动速度,,7,10,16,22,15,11507,,,,
5137,天赋：生化回复,1,4,墓碑状态下回血能力提升,,7,10,16,22,15,11508,,,,
5138,天赋：剧毒寄生,1,4,提升剧毒寄生伤害,,7,10,16,22,15,11509,,,,
5139,天赋：生化魔王,1,4,提升生化魔王生命值,,7,10,16,22,15,11510,,,,
5140,天赋：狂暴,1,4,刃牙撕咬伤害提升30%,,7,10,16,22,16,11601,,,,
5141,天赋：快速吟唱,1,4,人形态变为狼形态吟唱时间缩短50%,,7,10,16,22,16,11602,,,,
5142,天赋：恐惧撕咬,1,4,刃牙撕咬命中敌人后，敌人对自己造成的伤害降低20%，持续5秒,,7,10,16,22,16,11603,,,,
5143,天赋：灵魂爆炸,1,4,狼变人，狼形态化为灵魂球，吟唱后对周围所有敌人造成伤害,,7,10,16,22,16,11604,,,,
5144,天赋：狼魂附体,1,4,狼变成人时进入无敌状态免疫一切攻击和控制1秒,,7,10,16,22,16,11605,,,,
5145,天赋：狂怒,1,4,狼灵冲刺开启后， 再次激活扑向目标时造成额外伤害,,7,10,16,22,16,11606,,,,
5146,天赋：灵动,1,4,狼灵冲刺释放时可以解除定身和减速效果,,7,10,16,22,16,11608,,,,
5147,天赋：灵魂爆炸,1,4,灵魂球爆炸可造成[LEVEL=1500+150]+([PA=100])点物理伤害,,7,10,16,22,16,11609,,,,
5148,天赋：快速转换,1,4,狼魂附体冷却降低10秒,,7,10,16,22,16,11610,,,,
5149,天赋：吸灵禁锢,1,4,偷魂转量打中目标会标记5秒，期间被邪灵魔爪击中会定身,,7,10,16,22,17,11701,,,,
5150,天赋：吸灵回复,1,4,偷魂转量命中敌人会回复自身生命值,,7,10,16,22,17,11702,,,,
5151,天赋：寄生,1,4,周围有敌人殒命增加自身法术强度,,7,10,16,22,17,11703,,,,
5152,天赋：凋亡领域,1,4,呼唤灵魂环绕自己，自己周围所有敌人每秒受到法术伤害，虚空邪镰每秒回复生命值，最多同时吸取3个目标的生命,,7,10,16,22,17,11704,,,,
5153,天赋：无限禁印,1,4,灵魂拾荒效果提升，击杀怪物额外回复10点法力，击杀英雄额外回复20%法力值,,7,10,16,22,17,11706,,,,
5154,天赋：灵魂血印,1,4,邪灵魔爪击中的第一个单位会额外受到法术伤害,,7,10,16,22,17,11707,,,,
5155,天赋：无限吸灵,1,4,偷魂转量冷却时间减少50%,,7,10,16,22,17,11708,,,,
5156,天赋：凋亡领域,1,4,凋亡领域对敌人造成的伤害提高,,7,10,16,22,17,11709,,,,
5157,天赋：养精蓄锐,1,4,身边有敌方小兵殒命时提升攻击力和普攻系数,,7,10,16,22,18,11801,,,,
5158,天赋：飞弹训练,1,4,螺旋飞弹提升伤害，并且可触发暴击,,7,10,16,22,18,11802,,,,
5159,天赋：爆裂飞弹,1,4,子弹击中敌人后会爆炸对周围所有敌人造成伤害,,7,10,16,22,18,11803,,,,
5160,天赋：正义洗礼,1,4,以自身为中心朝周围射击数次，每秒对敌人造成物理伤害,,7,10,16,22,18,11804,,,,
5161,天赋：快枪手步伐,1,4,释放E技能期间免疫所有伤害和控制,,7,10,16,22,18,11805,,,,
5162,天赋：击中要害,1,4,烈焰枪铳对周围敌人造成30%减速，持续2秒,,7,10,16,22,18,11806,,,,
5163,天赋：填装弹药,1,4,翻滚可刷新螺旋飞弹冷却,,7,10,16,22,18,11807,,,,
5164,天赋：正义洗礼,1,4,提升正义洗礼伤害,,7,10,16,22,18,11808,,,,
5165,天赋：龙母之力,1,4,增加龙魂爆破伤害,,7,10,16,22,19,11901,,,,
5166,天赋：龙魂之身,1,4,龙灵净化对自身和友方释放时，目标的攻击力和法术强度提高,,7,10,16,22,19,11902,,,,
5167,天赋：龙之震荡,1,4,龙魂爆破打中目标能降低目标30%的移动速度,,7,10,16,22,19,11903,,,,
5168,天赋：驾驭巨龙,1,4,风暴龙灵召唤自己的黑龙向地面喷出熊熊火焰，对敌人造成法术伤害,,7,10,16,22,19,11904,,,,
5169,天赋：龙焰吐息,1,4,风暴龙灵召唤自己的黑龙对直线范围内所有敌人造成法术伤害并定身两秒,,7,10,16,22,19,11905,,,,
5170,天赋：双重湮灭,1,4,使用龙魂爆破后3秒内可再次使用一次，但使用后下次龙魂爆破冷却时间增加70%,,7,10,16,22,19,11906,,,,
5171,天赋：极速聚能,1,4,龙灵净化技能冷却时间降低,,7,10,16,22,19,11907,,,,
5172,天赋：极速聚能,1,4,龙灵净化技能冷却时间降低,,7,10,16,22,19,11908,,,,
5173,天赋：巨龙之王,1,4,驾驭巨龙伤害提高,,7,10,16,22,19,11909,,,,
5174,天赋：龙焰吐息,1,4,龙焰吐息伤害增加,,7,10,16,22,19,11910,,,,
5175,天赋：一档-火箭炮,1,4,蒸汽重拳可击飞前方敌人并造成1秒的眩晕,,7,10,16,22,20,12001,,,,
5176,天赋：二档-喷气弹,1,4,蒸汽重拳可往前冲锋，二档状态下可提高伤害，蓄气可提升冲锋距离,,7,10,16,22,20,12002,,,,
5177,天赋：三档-武装,1,4,三档身体过热，持续烧伤周围敌人,,7,10,16,22,20,12003,,,,
5178,天赋：蒸汽爆发,1,4,爆发出蒸汽，对周围敌人造成伤害并击飞,,7,10,16,22,20,12004,,,,
5179,天赋：格林机关拳,1,4,向前挥出无数冲拳，对直线敌人造成多次伤害,,7,10,16,22,20,12005,,,,
5180,天赋：一档-蛇枪,1,4,齿轮飞爪可使目标受到伤害提升,,7,10,16,22,20,12006,,,,
5181,天赋：二档-弹射,1,4,齿轮飞爪击中目标后把自己拉向目标，二档可造成额外范围伤害,,7,10,16,22,20,12007,,,,
5182,天赋：三档-象枪连弹,1,4,增加500%基础生命回复,,7,10,16,22,20,12008,,,,
5183,天赋：蒸汽爆发,1,4,提升蒸汽爆发伤害,,7,10,16,22,20,12009,,,,
5184,天赋：格林机关拳,1,4,提升格林机关拳伤害,,7,10,16,22,20,12010,,,,
5185,天赋：石盾,1,4,深渊领主在地下会周期发掘出高密度岩石为自己增加护盾,,7,10,16,22,21,12101,,,,
5186,天赋：石盾,1,4,深渊领主在地下会周期发掘出高密度岩石为自己增加护盾,,7,10,16,22,21,12102,,,,
5187,天赋：锐利岩枪,1,4,破土而出会穿出石枪造成大量伤害,,7,10,16,22,21,12103,,,,
5188,天赋：石林突刺,1,4,从地下穿出石林，造成伤害并围成一圈，所有目标不能通过,,7,10,16,22,21,12104,,,,
5189,天赋：隧道,1,4,钻入地底时能抵挡50%的技能伤害,,7,10,16,22,21,12105,,,,
5190,天赋：地震,1,4,回声震荡使敌人减速，在地下时突起的地面会阻碍敌人行动,,7,10,16,22,21,12106,,,,
5191,天赋：地裂,1,4,回声震荡结束时地面崩裂，造成大量伤害,,7,10,16,22,21,12107,,,,
5192,天赋：石林突刺,1,4,提升石林突刺伤害,,7,10,16,22,21,12108,,,,
5193,天赋：水疗,1,4,提升被动生命回复量,,7,10,16,22,22,12201,,,,
5194,天赋：潮涌,1,4,潮汐冲起时间提前1秒,,7,10,16,22,22,12202,,,,
5195,天赋：食人鱼,1,4,技能使英雄处于湿身状态，再次攻击为召唤食人鱼造成持续伤害,,7,10,16,22,22,12203,,,,
5196,天赋：潮汐大波浪,1,4,巨大浪潮冲击前方，造成伤害并击退敌方,,7,10,16,22,22,12204,,,,
5197,天赋：玩水,1,4,使用技能后会留下水域，友方英雄在上面每停留两秒都会回复生命,,7,10,16,22,22,12205,,,,
5198,天赋：海洋空间,1,4,暗潮小龙卷连接海洋，会随机蹿出海洋生物造成额外伤害,,7,10,16,22,22,12206,,,,
5199,天赋：御水,1,4,暗潮小龙卷喷涌时能将自己冲向高空,,7,10,16,22,22,12207,,,,
5200,天赋：潮汐大波浪,1,4,提升潮汐大波浪伤害,,7,10,16,22,22,12208,,,,
5201,天赋：能量子弹,1,4,击中一个目标后能量子弹会爆炸，对目标周围敌人造成额外物理伤害,,7,10,16,22,23,12301,,,,
5202,天赋：一击殒命,1,4,精准射击最多能连续攻击目标4次,,7,10,16,22,23,12302,,,,
5203,天赋：穿甲弹,1,4,精准射击可以对直线上3个敌人造成伤害。,,7,10,16,22,23,12303,,,,
5204,天赋：殒命一狙,1,4,释放技能后，50米范围内所有敌人都出现在视野范围内，选中一个后用红外线锁定目标，蓄力后对目标进行3次射击,,7,10,16,22,23,12304,,,,
5205,天赋：终极射线,1,4,启用激光武器，预热1秒后，对前方直线范围内所有敌人造成物理伤害,,7,10,16,22,23,12305,,,,
5206,天赋：眩光手雷,1,4,眩光弹可以让敌人减速20%，持续3秒,,7,10,16,22,23,12306,,,,
5207,天赋：出其不意,1,4,丢出手雷后向移动方向翻滚7米，且移速提升60%，持续3秒,,7,10,16,22,23,12307,,,,
5208,天赋：燃烧弹,1,4,手雷投掷距离延长至30米，获得范围内的视野。,,7,10,16,22,23,12308,,,,
5209,天赋：补充弹药,1,4,殒命一狙消灭敌方英雄则立即重置该技能,,7,10,16,22,23,12309,,,,
5210,天赋：能量爆发,1,4,终极射线宽度提高，伤害提高,,7,10,16,22,23,12310,,,,
5211,天赋：隐匿恐惧,1,4,隐匿冲刺击中目标后，下一次对目标伤害会额外造成[LEVEL=700+30][red]（+[PA=30]）[/red]点物理伤害,,7,10,16,22,24,12401,,,,
5212,天赋：隐匿自由,1,4,使用暗影双身后1秒无敌且免疫控制，“无法免疫”类效果除外。,,7,10,16,22,24,12402,,,,
5213,天赋：替身攻击,1,4,使用暗影双身后替身会对附近敌方角色进行普攻和碎心利爪攻击,,7,10,16,22,24,12403,,,,
5214,天赋：极意之刃,1,4,对直线上的敌方单位进行冲锋并造成物理伤害,,7,10,16,22,24,12404,,,,
5215,天赋：会心一击,1,4,碎心利爪伤害提高50%,,7,10,16,22,24,12405,,,,
5216,天赋：无限收割,1,4,当消灭英雄或助攻时，重置暗影双身冷却时间,,7,10,16,22,24,12406,,,,
5217,天赋：延时分身,1,4,分身持续时间增加到10s，分身血量为实体血量的130%。,,7,10,16,22,24,12407,,,,
5218,天赋：猛刺,1,4,极意之刃对目标造成物理伤害增加,,7,10,16,22,24,12416,,,,
5219,天赋：能量负载,1,4,时间裂缝击中后造成法术伤害,,7,10,16,22,25,12502,,,,
5220,天赋：空间切割,1,4,时间裂缝在冲锋过程中进入时空次元免疫伤害和控制,,7,10,16,22,25,12503,,,,
5221,天赋：次元塌陷,1,4,时空旅行者将不稳定空间能量注入到目标3秒后，目标爆炸，对周围敌人造成法术伤害,,7,10,16,22,25,12504,,,,
5222,天赋：时空静止,1,4,将区域范围内所有敌方和友方目标禁止4秒，自身可以在该区域内自由移动和攻击敌人,,7,10,16,22,25,12505,,,,
5223,天赋：空间束缚,1,4,被空间切割击中的目标沉默2秒,,7,10,16,22,25,12506,,,,
5224,天赋：泯灭,1,4,空间造成额外法术伤害,,7,10,16,22,25,12507,,,,
5225,天赋：泯灭,1,4,空间造成额外法术伤害,,7,10,16,22,25,12508,,,,
5226,天赋：时空崩塌,1,4,次元塌陷爆炸时，对周围敌人造成伤害,,7,10,16,22,25,12509,,,,
5227,天赋：时空静止,1,4,时空静止伤害提升,,7,10,16,22,25,12510,,,,
5228,天赋：时空裂缝,1,4,延长时空裂隙每次释放的持续时间,,7,10,16,22,26,12601,,,,
5229,天赋：领主智谋,1,4,深渊之拥打中敌方英雄会减少技能冷却,,7,10,16,22,26,12602,,,,
5230,天赋：领主加持,1,4,凛冬战魂拥有15米半径的领主光环，强化15米以内的幽冥召唤物,,7,10,16,22,26,12603,,,,
5231,天赋：天降异鬼,1,4,召唤一只天降异鬼战斗，并对选中区域内所有敌人造成法术伤害,,7,10,16,22,26,12604,,,,
5232,天赋：鬼影森森,1,4,呼唤恶灵的上限突破为6,,7,10,16,22,26,12605,,,,
5233,天赋：深渊恐惧,1,4,深渊之拥打中敌方英雄时，小鬼朝目标冲锋。再次激活催化引爆：小鬼会自爆伤害敌人。,,7,10,16,22,26,12606,,,,
5234,天赋：献祭唤灵,1,4,呼唤恶灵的技能范围扩大，打中敌方英雄会额外召唤一只。上限始终为4,,7,10,16,22,26,12607,,,,
5235,天赋：鬼王,1,4,天降异鬼进化成鬼王，生命值、攻击力提高，并且每秒对自身10米范围内敌人造成法术伤害,,7,10,16,22,26,12608,,,,
5236,天赋：闪雷,1,4,奔雷跳跃距离延长至12米，免疫控制时间延长至2秒,,7,10,16,22,27,12701,,,,
5237,天赋：不屈,1,4,使用奔雷后，在5秒内每次攻击敌人会回复生命值,,7,10,16,22,27,12702,,,,
5238,天赋：蓄力,1,4,当敌方英雄被龙吟击中时，自身会获得1点攻击力，最多累计100层，累计100层后额外获得10%的攻击力加成,,7,10,16,22,27,12703,,,,
5239,天赋：降龙九式,1,4,傲世神拳爆发怒气，瞬间冲向10米范围内指定目标，对目标造成伤害和眩晕，傲世神拳自身免疫所有伤害和控制，且不可选择，持续2秒,,7,10,16,22,27,12704,,,,
5240,天赋：气势,1,4,截拳三式对击中目标的周围目标造成额外物理伤害,,7,10,16,22,27,12706,,,,
5241,天赋：愚者,1,4,截拳三式击中敌人后，控制效果加成30%,,7,10,16,22,27,12707,,,,
5242,天赋：降龙九式,1,4,提高降龙九式伤害,,7,10,16,22,27,12714,,,,
5243,天赋：毁墙,1,4,使敌方单个防御塔5秒内无法攻击,,7,10,16,22,28,12802,,,,
5244,天赋：养精蓄锐,1,4,身边有敌方小兵殒命时提升攻击力和普攻伤害,,7,10,16,22,28,12803,,,,
5245,天赋：火力强袭,1,4,火炮男爵指定地点呼叫火力强袭，对指定地点进行火箭弹轰炸,,7,10,16,22,28,12804,,,,
5246,天赋：疯狂扫射,1,4,增加大菠萝机枪伤害,,7,10,16,22,28,12805,,,,
5247,天赋：以战养战,1,4,每次消灭或助攻敌方英雄增加自己60%的移动速度，持续5秒,,7,10,16,22,28,12806,,,,
5248,天赋：以战养战,1,4,每次消灭或助攻敌方英雄恢复自身生命值,,7,10,16,22,28,12807,,,,
5249,天赋：真火力强袭,1,4,提高火力强袭的伤害,,7,10,16,22,28,12808,,,,
5250,天赋：危险炸弹,1,4,连续被惊喜彩蛋伤害到时，伤害增加,,7,10,16,22,29,12901,,,,
5251,天赋：危险炸弹,1,4,连续被惊喜彩蛋伤害到时，伤害增加,,7,10,16,22,29,12902,,,,
5252,天赋：危险炸弹,1,4,连续被惊喜彩蛋伤害到时，伤害增加,,7,10,16,22,29,12903,,,,
5253,天赋：狂野火药桶,1,4,原地摆放一个火药桶，被引爆时对周围所有敌方单位造成伤害,,7,10,16,22,29,12904,,,,
5254,天赋：黑色火药,1,4,提升野火燃烧弹伤害范围,,7,10,16,22,29,12905,,,,
5255,天赋：灼伤,1,4,野火燃烧弹击中敌人后，减慢目标移速，持续2秒,,7,10,16,22,29,12906,,,,
5256,天赋：燃烧,1,4,野火燃烧弹击中敌人造成持续伤害,,7,10,16,22,29,12907,,,,
5257,天赋：高爆炸弹,1,4,对敌人造成的伤害提高,,7,10,16,22,29,12908,,,,
5258,天赋：伪装,1,4,狂野火药桶摆放时会隐形,,7,10,16,22,29,12909,,,,
5259,天赋：养精蓄锐,1,4,附近敌方小兵阵亡永久提升生命,,7,10,16,22,30,13001,,,,
5260,天赋：养精蓄锐,1,4,附近敌方小兵阵亡永久提升生命,,7,10,16,22,30,13002,,,,
5261,天赋：养精蓄锐,1,4,附近敌方小兵阵亡永久提升生命,,7,10,16,22,30,13003,,,,
5262,天赋：狂袭飞车,1,4,提升飞车伤害,,7,10,16,22,30,13004,,,,
5263,天赋：精湛车技,1,4,使用狂袭上车后3秒内免疫控制,,7,10,16,22,30,13005,,,,
5264,天赋：狂野突袭,1,4,主动使用飞车结束行驶后5秒内下次攻击造成额外伤害,,7,10,16,22,30,13006,,,,
5265,天赋：狂野突袭,1,4,主动使用飞车结束行驶后5秒内下次攻击造成额外伤害,,7,10,16,22,30,13007,,,,
5266,天赋：超级狂袭飞车,1,4,提升飞车伤害,,7,10,16,22,30,13008,,,,
5267,天赋：漩涡,1,4,袭扰变为对直线上第一个命中的敌人禁锢，且在该敌人脚下形成范围区域伤害,,7,10,16,22,32,13201,,,,
5268,天赋：澎湃,1,4,袭扰的伤害提升，技能冷却减少,,7,10,16,22,32,13202,,,,
5269,天赋：浩瀚,1,4,灵盾的护盾值提高,,7,10,16,22,32,13203,,,,
5270,天赋：灵魂庇护,1,4,北海鱼姬指定一名友军英雄进行灵魂共鸣并附身友军,,7,10,16,22,32,13204,,,,
5271,天赋：波澜,1,4,灵盾能给目标增加攻击力,,7,10,16,22,32,13205,,,,
5272,天赋：汹涌,1,4,灵盾被打破时将会造成范围震荡，对范围内所有敌方单位造成晕眩效果,,7,10,16,22,32,13206,,,,
5273,天赋：沧海,1,4,灵盾持续时间内只抵挡一次技能，抵挡成功后将回复血量,,7,10,16,22,32,13207,,,,
5274,天赋：灵魂庇护,1,4,灵魂庇护加强,,7,10,16,22,32,13208,,,,
5275,天赋：强射,1,4,植株每隔5秒对正在攻击的目标释放一次直线伤害技能，造成[orange][LEVEL=625+38][/orange][red]（+[MA=38]）[/red]点魔法伤害,,7,10,16,22,40,13301,,,,
5276,天赋：藤缚,1,4,藤蔓可以捆住防御塔，防御塔2秒内无法进行攻击，并且每秒受到100点魔法伤害,,7,10,16,22,33,13302,,,,
5277,天赋：障碍,1,4,尖锐之花击中敌人3次后会降低敌人移动速度30%（不可重复触发），持续2秒,,7,10,16,22,33,13303,,,,
5278,天赋：植株结界,1,4,召唤4只植株形成结界，阻挡所有英雄进出,,7,10,16,22,33,13304,,,,
5279,天赋：召唤花王,1,4,召唤巨型花王，花王会自动对周围敌人造成伤害,,7,10,16,22,33,13305,,,,
5280,天赋：强化,1,4,若藤蔓范围内有尖锐之花，则花在5秒内提升100%攻击伤害,,7,10,16,22,33,13306,,,,
5281,天赋：蔓延,1,4,在藤蔓范围内的尖锐之花，会生长根藤捆住周围所有敌人2秒,,7,10,16,22,33,13307,,,,
5282,天赋：坚韧,1,4,藤蔓会使尖锐之花回复100%血量，受到的伤害降低70%，持续5秒,,7,10,16,22,33,13308,,,,
5283,天赋：植株结界,1,4,植株伤害提升,,7,10,16,22,33,13309,,,,
5284,天赋：召唤花王,1,4,花王伤害提升,,7,10,16,22,33,13310,,,,
5285,天赋：持久力增加,1,4,变大时间增加50%,,7,10,16,22,34,13413,,,,
5286,天赋：热血灌注,1,4,变身瞬间回复血量提升30%,,7,10,16,22,34,13416,,,,
5287,天赋：兽王霸气,1,4,变大时震晕周围敌人1秒,,7,10,16,22,34,13417,,,,
5288,天赋：兽王勾拳,1,4,大兽王状态下将前方扇形半径7米范围所有敌人都抓取到身前并造成伤害。,,7,10,16,22,34,13421,,,,
5289,天赋：兽王穿透,1,4,每10层能量值获得2%物穿,,7,10,16,22,34,13418,,,,
5290,天赋：兽宝之怒,1,4,若8秒内受到50%最大生命值伤害，则增加70点能量值,,7,10,16,22,34,13419,,,,
5291,天赋：感觉很帅,1,4,在大兽王形态下被击倒会复活为小兽宝并恢复部分血量。此天赋触发复活效果后有90秒冷却时间。,,7,10,16,22,34,13420,,,,
5292,天赋：兽王勾拳,1,4,狂暴状态兽王将前方扇形半径7米范围所有敌人都抓取到身前，对所有目标造成300点物理伤害，并且晕眩0.5秒。,,7,10,16,22,34,13422,,,,
5293,天赋：脉冲炸裂,1,4,脉冲撞击对敌人造成的伤害提升,,7,10,16,22,35,13513,,,,
5294,天赋：堡垒阵列,1,4,释放E技能期间自身受到的伤害降低,,7,10,16,22,35,13514,,,,
5295,天赋：晶体激活,1,4,元素过载对五层被动以上的敌人造成额外物理伤害,,7,10,16,22,35,13515,,,,
5296,天赋：脉冲撞击,1,4,自身腾空而起漂浮在高空，左键点击后立即撞击指定区域，对圆形范围内所有敌人造成物理伤害，并晕眩1秒,,7,10,16,22,35,13511,,,,
5297,天赋：不卸之力,1,4,提高元素过载技能距离,,7,10,16,22,35,13516,,,,
5298,天赋：续命游戏,1,4,生命值低于50%时，元素过载击中敌人后生命回复量翻倍,,7,10,16,22,35,13517,,,,
5299,天赋：风暴耀火,1,4,提升离子风暴的伤害,,7,10,16,22,35,13518,,,,
5300,天赋：脉冲炸裂,1,4,脉冲撞击对敌人造成的伤害提升,,7,10,16,22,35,13512,,,,
5301,天赋：强化武器,1,4,武器得到强化可装载的子弹上限数量提升至48发，并提高5%普攻伤害,,7,10,16,22,36,13601,,,,
5302,天赋：能量反哺,1,4,在开启动能铠甲期间，吸收普通攻击击中敌人散溢出的生物能量回复自身生命值5点,,7,10,16,22,36,13602,,,,
5303,天赋：养精蓄锐,1,4,身边有敌方小兵殒命时提升攻击力和普攻伤害,,7,10,16,22,36,13603,,,,
5304,天赋：终极武器,1,4,朝前方发射10枚导弹，击中敌人或在最远距离爆炸对范围内所有敌人造[orange]20[/orange][red]（+[PA=60]）[/red]点物理伤害（可触发暴击）,,7,10,16,22,36,13604,,,,
5305,天赋：高热能量,1,4,提高高分子能量弹的中心能量，伤害提升30%，并且可触发暴击效果,,7,10,16,22,36,13605,,,,
5306,天赋：尖刺爆裂,1,4,强化高分子能量弹，爆炸时降低敌人30%移动速度，持续3秒,,7,10,16,22,36,13606,,,,
5307,天赋：战术技巧,1,4,强化自身战术技巧，翻滚后下一次普通攻击额外造成[red][PA=50][/red]点物理伤害,,7,10,16,22,36,13607,,,,
5308,天赋：终极武器,1,4,提升终极武器技能基础伤害100%,,7,10,16,22,36,13611,,,,
