成长属性ID,星级血量,星级血量成长,星级血量成长率,星级血量成长率成长,星级魔法,星级魔法成长,星级魔法成长率,星级魔法成长率成长,星级物理攻击,星级物理攻击成长,星级物理攻击成长率,星级物理攻击成长率成长,星级法术攻击,星级法术攻击成长,星级法术攻击成长率,星级法术攻击成长率成长,星级物理防御,星级物理防御成长,星级物理防御成长率,星级物理防御成长率成长,星级法术防御,星级法术防御成长,星级法术防御成长率,星级法术防御成长率成长
3516,0,0,959,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
3517,0,0,1019,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
3518,0,0,1079,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
3519,0,0,1139,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
3520,0,0,1199,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
3521,0,0,1258,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
3522,0,0,1318,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
3523,0,0,1378,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
3524,0,0,1438,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
3525,0,0,1498,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
3526,0,0,1558,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
3527,0,0,1618,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
3528,0,0,1678,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
3529,0,0,1738,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
3530,0,0,1798,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
3601,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
3602,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
3603,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
3604,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
3605,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
3606,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
3607,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
3608,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
3609,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
3610,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
3611,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
3612,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
3613,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
3614,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
3615,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
3616,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
3617,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
3618,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
3619,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
3620,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
3621,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
3622,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
3623,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
3624,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
3625,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
3626,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
3627,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
3628,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
3629,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
3630,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
3701,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
3702,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
3703,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
3704,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
3705,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
3706,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
3707,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
3708,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
3709,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
3710,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
3711,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
3712,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
3713,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
3714,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
3715,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
3716,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
3717,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
3718,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
3719,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
3720,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
3721,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
3722,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
3723,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
3724,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
3725,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
3726,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
3727,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
3728,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
3729,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
3730,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
3801,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
3802,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
3803,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
3804,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
3805,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
3806,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
3807,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
3808,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
3809,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
3810,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
3811,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
3812,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
3813,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
3814,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
3815,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
3816,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
3817,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
3818,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
3819,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
3820,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
3821,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
3822,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
3823,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
3824,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
3825,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
3826,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
3827,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
3828,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
3829,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
3830,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
3901,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
3902,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
3903,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
3904,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
3905,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
3906,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
3907,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
3908,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
3909,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
3910,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
3911,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
3912,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
3913,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
3914,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
3915,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
3916,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
3917,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
3918,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
3919,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
3920,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
3921,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
3922,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
3923,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
3924,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
3925,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
3926,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
3927,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
3928,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
3929,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
3930,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
4001,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
4002,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
4003,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
4004,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
4005,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
4006,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
4007,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
4008,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
4009,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
4010,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
4011,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
4012,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
4013,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
4014,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
4015,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
4016,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
4017,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
4018,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
4019,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
4020,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
4021,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
4022,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
4023,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
4024,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
4025,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
4026,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
4027,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
4028,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
4029,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
4030,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
4101,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
4102,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
4103,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
4104,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
4105,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
4106,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
4107,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
4108,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
4109,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
4110,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
4111,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
4112,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
4113,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
4114,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
4115,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
4116,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
4117,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
4118,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
4119,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
4120,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
4121,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
4122,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
4123,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
4124,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
4125,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
4126,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
4127,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
4128,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
4129,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
4130,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
4201,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
4202,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
4203,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
4204,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
4205,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
4206,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
4207,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
4208,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
4209,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
4210,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
4211,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
4212,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
4213,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
4214,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
4215,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
4216,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
4217,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
4218,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
4219,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
4220,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
4221,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
4222,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
4223,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
4224,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
4225,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
4226,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
4227,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
4228,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
4229,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
4230,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
