天赋ID,比赛类型,地图ID,职业,等级,前置天赋,激活类型,消耗点数,天赋效果,天赋名称,天赋图标ID,天赋描述,,,,,,,,,,,,
262,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,310,通用跳跃,,,,,,,,,,,,,,
271,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,319,劳勃普攻,,,,,,,,,,,,,,
272,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,320,劳勃普攻,,,,,,,,,,,,,,
273,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,321,劳勃普攻,,,,,,,,,,,,,,
274,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,322,红毒蛇普攻,,,,,,,,,,,,,,
275,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,323,红毒蛇普攻,,,,,,,,,,,,,,
276,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,324,红毒蛇普攻,,,,,,,,,,,,,,
277,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,325,红毒蛇普攻,,,,,,,,,,,,,,
278,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,326,劳勃天赋,,,,,,,,,,,,,,
279,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,327,索罗斯普攻,,,,,,,,,,,,,,
280,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,328,索罗斯普攻,,,,,,,,,,,,,,
281,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,329,索罗斯普攻,,,,,,,,,,,,,,
282,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,330,索罗斯普攻,,,,,,,,,,,,,,
283,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,331,索罗斯跳斩,,,,,,,,,,,,,,
284,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,332,索罗斯冲锋动作2,,,,,,,,,,,,,,
285,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,333,索罗斯冲锋动作2,,,,,,,,,,,,,,
286,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,334,索罗斯冲锋动作2,,,,,,,,,,,,,,
287,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,335,索罗斯冲锋动作2,,,,,,,,,,,,,,
288,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,336,索罗斯冲锋动作2,,,,,,,,,,,,,,
289,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,337,俳雅菩厉普攻,,,,,,,,,,,,,,
290,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,338,俳雅菩厉普攻,,,,,,,,,,,,,,
291,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,339,俳雅菩厉普攻,,,,,,,,,,,,,,
292,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,340,红毒蛇天赋,,,,,,,,,,,,,,
295,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,343,红毒蛇普攻,,,,,,,,,,,,,,
296,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,344,红毒蛇普攻,,,,,,,,,,,,,,
297,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,345,红毒蛇普攻,,,,,,,,,,,,,,
298,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,346,红毒蛇普攻,,,,,,,,,,,,,,
299,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,347,红毒蛇普攻,,,,,,,,,,,,,,
300,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,348,红毒蛇普攻,,,,,,,,,,,,,,
301,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,349,红毒蛇普攻,,,,,,,,,,,,,,
302,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,350,红毒蛇普攻,,,,,,,,,,,,,,
303,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,351,红毒蛇普攻,,,,,,,,,,,,,,
304,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,352,红毒蛇普攻,,,,,,,,,,,,,,
305,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,353,男巫天赋,,,,,,,,,,,,,,
306,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,354,劳勃天赋,,,,,,,,,,,,,,
307,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,355,红毒蛇普攻,,,,,,,,,,,,,,
308,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,356,红毒蛇普攻,,,,,,,,,,,,,,
309,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,357,红毒蛇普攻,,,,,,,,,,,,,,
310,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,358,红毒蛇普攻,,,,,,,,,,,,,,
311,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,359,红毒蛇普攻,,,,,,,,,,,,,,
312,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,360;531;532,艾丽娅普攻,,,,,,,,,,,,,,
313,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,361,艾丽娅普攻,,,,,,,,,,,,,,
314,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,362,艾丽娅普攻,,,,,,,,,,,,,,
315,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,363,艾丽娅普攻,,,,,,,,,,,,,,
317,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,365,艾丽娅状态,,,,,,,,,,,,,,
318,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,366,艾丽娅2段,,,,,,,,,,,,,,
319,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,367,艾丽娅2段,,,,,,,,,,,,,,
320,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,368,艾丽娅2段,,,,,,,,,,,,,,
321,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,369,艾丽娅2段,,,,,,,,,,,,,,
322,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,370,艾丽娅2段,,0,,,,,,,,,,,,
324,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,372,眼,,0,,,,,,,,,,,,
325,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,373,亡者的板甲,,0,,,,,,,,,,,,
326,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,374,翅膀飞行,,0,,,,,,,,,,,,
327,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,375,疾射火炮,,0,,,,,,,,,,,,
329,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,377,翅膀起飞,,,,,,,,,,,,,,
330,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,378,尸鬼普攻1,,,,,,,,,,,,,,
331,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,379,尸鬼普攻2,,,,,,,,,,,,,,
332,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,380,尸鬼普攻3,,,,,,,,,,,,,,
333,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,381,尸鬼被动,,,,,,,,,,,,,,
334,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,382,尸鬼出现,,,,,,,,,,,,,,
335,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,383,尸鬼出现,,,,,,,,,,,,,,
336,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,384,尸鬼出现,,,,,,,,,,,,,,
337,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,385;533;534;535,阿莎普攻1,,,,,,,,,,,,,,
338,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,386,阿莎普攻2,,,,,,,,,,,,,,
339,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,387,阿莎普攻3,,,,,,,,,,,,,,
340,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,388,红袍女天赋火球,,,,,,,,,,,,,,
341,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,389,布兰登天赋（人）,,,,,,,,,,,,,,
342,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,390,布兰登天赋（狼）,,,,,,,,,,,,,,
343,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,391,布兰登普攻1,,,,,,,,,,,,,,
344,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,392,布兰登普攻2,,,,,,,,,,,,,,
345,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,393,布兰登普攻3,,,,,,,,,,,,,,
346,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,1,0,0,0,394,绿先知普攻1,,,,,,,,,,,,,,
347,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,1,0,0,0,395,绿先知普攻2,,,,,,,,,,,,,,
348,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,1,0,0,0,396,绿先知普攻3,,,,,,,,,,,,,,
349,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,1,0,0,0,397,绿先知普攻3,,,,,,,,,,,,,,
350,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,398,龙母普攻1,,,,,,,,,,,,,,
351,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,399,龙母普攻2,,,,,,,,,,,,,,
352,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,400,龙母普攻3,,,,,,,,,,,,,,
353,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,401,龙母天赋,,,,,,,,,,,,,,
354,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,402;419;420;421;422;423,阿莎天赋,,,,,,,,,,,,,,
355,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,1,0,0,0,403,绿先知天赋,,,,,,,,,,,,,,
356,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,404,红毒蛇天赋,,,,,,,,,,,,,,
357,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,405,布兰简单普攻,,,,,,,,,,,,,,
358,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,1,0,0,0,406,机器人普攻1,,,,,,,,,,,,,,
359,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,1,0,0,0,407,机器人普攻2,,,,,,,,,,,,,,
360,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,1,0,0,0,408,机器人普攻3,,,,,,,,,,,,,,
361,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,409,龙母大招1,,,,,,,,,,,,,,
362,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,410,龙母大招2,,,,,,,,,,,,,,
363,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,411,龙母大招3,,,,,,,,,,,,,,
364,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,412,尸鬼普攻1,,,,,,,,,,,,,,
365,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,413,尸鬼普攻2,,,,,,,,,,,,,,
371,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,424,布兰登变狼,,,,,,,,,,,,,,
377,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,1,0,0,0,430,机器人天赋,,,,,,,,,,,,,,
378,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,431,阿莎天赋,,,,,,,,,,,,,,
379,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,432,阿莎天赋,,,,,,,,,,,,,,
380,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,433,阿莎天赋,,,,,,,,,,,,,,
381,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,434,阿莎天赋,,,,,,,,,,,,,,
382,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,435,阿莎天赋,,,,,,,,,,,,,,
383,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,446,虫子普攻,,,,,,,,,,,,,,
384,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,447,虫子普攻,,,,,,,,,,,,,,
385,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,448,虫子普攻,,,,,,,,,,,,,,
386,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,449,虫子普攻,,,,,,,,,,,,,,
387,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,450,虫子天赋1级,,,,,,,,,,,,,,
388,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,453,小鱼人普攻1,,,,,,,,,,,,,,
389,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,454,小鱼人普攻2,,,,,,,,,,,,,,
390,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,441,索罗斯翻滚,,,,,,,,,,,,,,
391,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,442,索罗斯翻滚,,,,,,,,,,,,,,
392,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,443,索罗斯翻滚,,,,,,,,,,,,,,
393,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,444,索罗斯翻滚,,,,,,,,,,,,,,
394,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,445,索罗斯翻滚,,,,,,,,,,,,,,
395,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,1,0,0,0,451,机器人Q增益,,,,,,,,,,,,,,
397,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,455,小鱼人普攻,,,,,,,,,,,,,,
398,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,456,小鱼人天赋,,,,,,,,,,,,,,
399,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,457,东洋剑客普攻1,,,,,,,,,,,,,,
400,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,458,东洋剑客普攻2,,,,,,,,,,,,,,
401,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,459,东洋剑客普攻3,,,,,,,,,,,,,,
402,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,460,东洋剑客剑气普攻1,,,,,,,,,,,,,,
403,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,461,东洋剑客剑气普攻2,,,,,,,,,,,,,,
404,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,462,东洋剑客剑气普攻3,,,,,,,,,,,,,,
405,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,463,东洋剑客剑气普攻4,,,,,,,,,,,,,,
406,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,464,东洋剑客天赋,,,,,,,,,,,,,,
407,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,465,龙母Q技能爆炸3,,,,,,,,,,,,,,
408,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,466,龙母Q技能爆炸4,,,,,,,,,,,,,,
409,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,467,龙母Q技能爆炸5,,,,,,,,,,,,,,
410,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,468,李寻欢普攻1,,,,,,,,,,,,,,
411,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,469,李寻欢普攻2,,,,,,,,,,,,,,
412,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,470,李寻欢普攻3,,,,,,,,,,,,,,
413,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,471,李寻欢天赋1,,,,,,,,,,,,,,
414,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,472,卓格翻滚,,,,,,,,,,,,,,
415,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,473,卓格翻滚,,,,,,,,,,,,,,
416,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,474,卓格翻滚,,,,,,,,,,,,,,
417,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,475,卓格翻滚,,,,,,,,,,,,,,
418,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,476,卓格翻滚,,,,,,,,,,,,,,
420,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,478,鱼人天赋,,,,,,,,,,,,,,
421,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,6,0,0,0,479,虫子天赋2级,,,,,,,,,,,,,,
422,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,11,0,0,0,480,虫子天赋3级,,,,,,,,,,,,,,
423,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,481,群体性伤害技能吸血效果减少至1/3,,,,,,,,,,,,,,
424,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,482,李寻欢翻滚1,,,,,,,,,,,,,,
425,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,483,李寻欢翻滚2,,,,,,,,,,,,,,
426,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,484,李寻欢翻滚3,,,,,,,,,,,,,,
427,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,485,李寻欢翻滚4,,,,,,,,,,,,,,
428,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,486,李寻欢Q二段,,,,,,,,,,,,,,
429,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,487,虫子翻滚,,,,,,,,,,,,,,
430,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,488,虫子翻滚,,,,,,,,,,,,,,
431,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,489,虫子翻滚,,,,,,,,,,,,,,
432,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,490,虫子翻滚,,,,,,,,,,,,,,
433,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,491,虫子翻滚,,,,,,,,,,,,,,
434,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,492,东洋剑客翻滚,,,,,,,,,,,,,,
435,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,493,东洋剑客翻滚,,,,,,,,,,,,,,
436,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,494,东洋剑客翻滚,,,,,,,,,,,,,,
437,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,495,东洋剑客翻滚,,,,,,,,,,,,,,
438,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,496,东洋剑客翻滚,,,,,,,,,,,,,,
439,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,497,英雄强化附近小兵,,,,,,,,,,,,,,
440,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,1,0,0,0,498,无面者普攻1,,,,,,,,,,,,,,
441,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,1,0,0,0,499,无面者普攻2,,,,,,,,,,,,,,
442,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,1,0,0,0,500,无面者普攻3,,,,,,,,,,,,,,
443,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,1,0,0,0,501,无面者天赋,,,,,,,,,,,,,,
444,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,1,0,0,0,502,无面者隐身时突进,,0,,,,,,,,,,,,
446,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,504,新装备：小范围伤害,,0,,,,,,,,,,,,
447,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,505,新装备：溅射,,0,,,,,,,,,,,,
448,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,506,新装备：飞刀1,,0,,,,,,,,,,,,
449,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,507,新装备：飞刀2,,0,,,,,,,,,,,,
450,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,508,新装备30,,0,,,,,,,,,,,,
451,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,509,新装备33,,0,,,,,,,,,,,,
452,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,510,新装备35,,0,,,,,,,,,,,,
453,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,511,新装备38,,0,,,,,,,,,,,,
454,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,512,新装备39,,,,,,,,,,,,,,
455,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,1,0,0,0,513,异鬼天赋,,,,,,,,,,,,,,
456,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,1,0,0,0,514,异鬼普攻,,,,,,,,,,,,,,
457,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,1,0,0,0,515,时空天赋,,,,,,,,,,,,,,
458,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,1,0,0,0,516,时空普攻,,,,,,,,,,,,,,
459,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,1,0,0,0,517,时空普攻,,,,,,,,,,,,,,
460,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,1,0,0,0,518,时空普攻,,,,,,,,,,,,,,
461,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,524,AI指挥技能,,,,,,,,,,,,,,
462,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,525,龙Q技能,,,,,,,,,,,,,,
463,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,526,龙E技能,,,,,,,,,,,,,,
464,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,527,龙R技能,,,,,,,,,,,,,,
465,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,528,龙普通攻击,,,,,,,,,,,,,,
466,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,542;543;,弹弹乐,,,,,,,,,,,,,,
467,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,1,0,0,0,549,无面者天赋1,,,,,,,,,,,,,,
468,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,1,0,0,0,550,时光旅者天赋爆发,,,,,,,,,,,,,,
469,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,552,炸弹普攻,,,,,,,,,,,,,,
470,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,553,炸弹普攻,,,,,,,,,,,,,,
471,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,554,炸弹普攻,,,,,,,,,,,,,,
472,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,555,炸弹天赋,,,,,,,,,,,,,,
473,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,556,冲锋动作1,,,,,,,,,,,,,,
474,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,557,冲锋动作2,,,,,,,,,,,,,,
475,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,1,0,0,0,558,炮手普攻,,,,,,,,,,,,,,
476,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,1,0,0,0,559,炮手普攻,,,,,,,,,,,,,,
477,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,1,0,0,0,560,炮手天赋,,,,,,,,,,,,,,
478,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,1,0,0,0,561,乌妮普攻,,,,,,,,,,,,,,
479,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,1,0,0,0,562,乌妮普攻,,,,,,,,,,,,,,
480,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,1,0,0,0,563,乌妮天赋,,0,,,,,,,,,,,,
481,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,564,无畏指环,,0,,,,,,,,,,,,
482,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,565,无畏战刃,,0,,,,,,,,,,,,
483,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,566,刺客飞刀,,0,,,,,,,,,,,,
484,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,567,荒原链锤,,0,,,,,,,,,,,,
485,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,568,寒冰连枷,,0,,,,,,,,,,,,
486,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,569,圣徒信仰,,0,,,,,,,,,,,,
487,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,570,异能碎片,,0,,,,,,,,,,,,
488,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,571,牧师指环,,,,,,,,,,,,,,
489,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,1,0,0,0,572,wuni普攻,,,,,,,,,,,,,,
490,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,1,0,0,0,573,wuni普攻,,,,,,,,,,,,,,
491,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,574,wuni普攻,,,,,,,,,,,,,,
492,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,575,炸弹翻滚,,,,,,,,,,,,,,
493,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,576,炸弹翻滚,,,,,,,,,,,,,,
494,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,577,炸弹翻滚,,,,,,,,,,,,,,
495,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,578,炸弹翻滚,,,,,,,,,,,,,,
496,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,1,0,0,0,580,小炮翻滚,,,,,,,,,,,,,,
497,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,1,0,0,0,581,小炮翻滚,,,,,,,,,,,,,,
498,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,1,0,0,0,582,小炮翻滚,,,,,,,,,,,,,,
499,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,1,0,0,0,583,小炮翻滚,,,,,,,,,,,,,,
500,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,1,0,0,0,584,小炮前闪,,,,,,,,,,,,,,
